,02-Sep-2026
The Nifty witnessed an intraday movement of about 127.65 points.The closing index was 0.59 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 115184.52
, Traded Quantity (in Lakhs), 49579.15
, Number of Trades, 38764448
, Total Market Capitalisation (Rs. Crores), 48624627.50

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,IOLCP,EQ,       188.38,                425302582.14,2248618
,IONEXCHANG,EQ,       382.10,                116570313.15,309897
,IPCALAB,EQ,      1956.50,                316938182.00,161648
,IPHL,SM,        69.80,                  5799300.00,81600
,IPL,EQ,       136.45,                  9032041.83,66187
,IPRINGLTD,EQ,       167.78,                  1311101.50,7719
,IRB,EQ,        19.18,                558061793.03,28951268
,IRBINVIT,IV,        64.30,                 20965074.38,324970
,IRCON,EQ,       118.25,                123314562.28,1047669
,IRCTC,EQ,       472.60,                545577076.65,1151968
,IREDA,EQ,       112.55,                530471872.32,4711096
,IRIS,EQ,       245.80,                  6354625.91,25963
,IRISDOREME,EQ,        58.39,                 39478636.22,676779
,IRMENERGY,EQ,       283.25,                 26949199.20,95221
,ISFT,EQ,        87.81,                  1775019.19,19820
,ISGEC,EQ,       777.55,                 15803751.25,20339
,ISHAN,SM,         0.50,                    96000.00,192000
,ISHANCH,EQ,        43.77,                  1001600.64,23202
,ISTLTD,EQ,       636.10,                   156576.95,246
,IT,EQ,        34.36,                  9472805.05,274892
,ITADD,EQ,        32.90,                   724098.77,22005
,ITALIANE,SM,        32.00,                    64000.00,2000
,ITAXIS,EQ,       343.11,                   747407.74,2185
,ITBEES,EQ,        34.39,                238186524.36,6917685
,ITBETA,EQ,       325.32,                   146292.23,448
,ITCHOTELS,EQ,       158.63,                371677277.18,2352334
,ITDC,EQ,       637.15,                 43172637.35,67907
,ITETF,EQ,        32.85,                  7858888.59,238991
,ITI,EQ,       267.70,                 35587974.40,133079
,ITIETF,EQ,        34.38,                 28638178.25,831659
,ITL,EQ,       363.20,                   310351.70,852
,ITTL,ST,        64.20,                     6741.00,105
,IVALUE,EQ,       238.38,                 41765743.66,176126
,IVC,EQ,         9.59,                 12729063.46,1346252
,IVP,BE,       209.80,                  4704729.19,22584
,IVZBANKNF,EQ,        57.00,                    56004.07,982
,IVZINGOLD,EQ,       129.65,                  2327287.55,17990
,IVZINNIFTY,EQ,       274.31,                    31271.16,114
,IVZSENSEX,EQ,        76.57,                   141405.34,1849
,IWARE,ST,       440.25,                  2379840.00,5400
,IWP,EQ,        34.96,                   104276.10,2965
,IXIGO,EQ,       156.42,                336165769.23,2142604
,IZMO,EQ,       938.80,                898911789.45,963349
,J&KBANK,EQ,       144.44,                269606591.37,1856552
,JAGRAN,EQ,        61.03,                 11600730.65,189910
,JAGSNPHARM,EQ,       237.03,                 13946970.82,58876
,JAIBALAJI,EQ,        70.60,                 39802057.07,563457
,JAICORPLTD,EQ,        98.01,                 22429492.92,230222
,JAINAM,SM,       224.90,                   224900.00,1000
,JAINIK,SM,       208.00,                   490800.00,2400
,JAINREC,EQ,       282.15,                398985445.15,1437062
,JAIPURKURT,EQ,        26.30,                   126735.46,4856
,JALAN,ST,         1.85,                    11100.00,6000
,JAMNAAUTO,EQ,       120.29,                109051621.22,910304
,JARO,EQ,       455.25,                 38701883.90,84913
,JASH,EQ,       470.35,                 35185209.10,75576
,JAYAGROGN,EQ,       229.57,                  4315965.37,18896
,JAYBARMARU,EQ,       122.44,                 13301506.43,108296
,JAYBEE,SM,        86.30,                   866650.00,10000
,JAYESH,SM,       132.65,                   530550.00,4000
,JAYKAY,EQ,       169.40,                156706478.41,937003
,JAYNECOIND,EQ,        98.19,                220050889.96,2257984
,JAYSREETEA,EQ,        99.79,                  6621202.31,67011
,JBMA,EQ,       621.50,                129215218.80,208269
,JENBURPH,EQ,      1043.90,                   600086.30,574
,JETFREIGHT,EQ,        21.17,                  4039478.27,188582
,JEYYAM,ST,        22.30,                   981700.00,44000
,JFLLIFE,SM,        10.15,                   430200.00,42000
,JGCHEM,EQ,       600.85,                222563602.25,364638
,JHS,EQ,         7.81,                   413750.99,52593
,JINDALPHOT,EQ,      1027.60,                  1049245.90,1024
,JINDALPOLY,EQ,       686.25,                 67710682.50,98538
,JINDALSAW,EQ,       309.15,                644877275.60,2082953
,JINDRILL,EQ,       642.10,                386251968.50,610029
,JINDWORLD,EQ,        40.19,                618213848.16,15067052
,JISLDVREQS,EQ,        20.97,                  2372484.61,113094
,JISLJALEQS,EQ,        28.24,                 39691428.51,1413119
,JITFINFRA,EQ,       304.25,                  4722624.75,15433
,JIWANRAM,SM,         4.35,                   158100.00,36000
,JKCEMENT,EQ,      4979.50,                316611459.50,63500
,JKIL,EQ,       483.50,                 27725499.15,56942
,JKIPL,EQ,       107.56,                  3058654.95,28408
,JKLAKSHMI,EQ,       514.30,                 72628574.55,141071
,JKPAPER,EQ,       395.20,                306965371.50,776388
,JKTYRE,EQ,       370.15,                135557296.00,367987
,JLHL,EQ,       287.65,                 60405459.25,210142
,JMA,EQ,        90.56,                   670111.25,7357
,JMFINANCIL,EQ,       129.39,                197121281.05,1534370
,JNKINDIA,EQ,       420.90,                 24940823.35,59074
,JNPR,EQ,       260.25,                 85331388.20,329482
,JOCIL,BE,       150.79,                   402318.19,2702
,JPOLYINVST,EQ,      1011.90,                  8182393.45,8189
,JPPOWER,EQ,        16.37,                357279808.22,21807243
,JSFB,EQ,       523.40,                131406660.70,250706
,JSL,EQ,       734.90,                353538074.80,485040
,JSLL,EQ,       513.65,                201043396.45,394505
,JSWCEMENT,EQ,       123.60,                101698662.68,822154
,JSWDULUX,EQ,      3163.30,                 91622345.80,29237
,JSWENERGY,EQ,       539.80,               1941829963.20,3635853
,JSWHL,EQ,     11441.00,                 15941236.00,1387
,JSWINFRA,EQ,       332.10,                553653136.25,1661891
,JTEKTINDIA,EQ,       121.38,                 92011641.56,765359
,JTLIND,EQ,        92.40,                922838820.81,10046013
,JUBLCPL,EQ,      2217.90,                 27430300.90,12367
,JUBLFOOD,EQ,       486.50,                469617316.90,976244
,JUBLINGREA,EQ,       683.60,                 63904644.95,93217
,JUBLPHARMA,EQ,       900.30,                 57580406.70,63912
,JUNIORBEES,EQ,       788.40,                441074636.86,563104
,JUNIPER,EQ,       218.50,                 82710398.54,383474
,JUSTDIAL,EQ,       697.85,                120081778.05,172227
,JWL,EQ,       239.37,                119272523.36,498860
,JYOTHYLAB,EQ,       202.09,               1644602899.85,8133068
,JYOTICNC,EQ,       955.65,                730776883.55,757084
,JYOTIRES,EQ,       857.60,                  8689580.40,10196
,JYOTISTRUC,EQ,         9.79,                 56000750.46,5733894
,K2INFRA,ST,        50.00,                   705450.00,14400
,KABRAEXTRU,EQ,       559.95,                178421378.25,315900
,KAJARIACER,EQ,      1261.10,                909588158.40,725742
,KAKATCEM,EQ,       110.50,                   753420.29,6804
,KALAMANDIR,EQ,        85.65,                 28793636.95,338173
,KALANA,SM,        20.25,                   202600.00,10000
,KALPATARU,EQ,       274.90,                  5130393.25,18702
,KALYANIFRG,EQ,      1113.65,                 86778212.85,82533
,KALYANKJIL,EQ,       590.00,              12283333654.45,21212135
,KAMAHOLD,EQ,      2344.90,                 15050713.70,6405
,KAMANWALA,EQ,        16.00,                   424290.22,25901
,KAMATHOTEL,EQ,       232.74,                 30062647.73,128608
,KAMDHENU,BE,        37.45,                 38090226.14,1034547
,KAMOPAINTS,EQ,         4.46,                   655982.50,147223
,KANANIIND,EQ,         1.53,                   193357.97,123510
,KANCHI,EQ,       410.95,                  1443037.55,3543
,KANCOTEA,EQ,        54.67,                     2509.09,46
,KANDARP,SM,        97.95,                   271900.00,3000
,KANORICHEM,BE,       154.75,                  7716186.39,49706
,KANPRPLA,EQ,       253.35,                  5174934.15,19999
,KANSAINER,EQ,       194.82,                 54070564.78,279290
,KAPSTON,EQ,       573.75,                 26811152.10,47094
,KARMAENG,EQ,        37.00,                    91480.36,2444
,KARNIKA,SM,       114.60,                  1742200.00,15000
,KARURVYSYA,EQ,       346.60,                457062420.15,1317009
,KATARIA,SM,       108.35,                   842850.00,7800
,KAUSHALYA,BE,       872.75,                   324188.80,376
,KAVDEFENCE,EQ,        55.31,                  3413181.65,61691
,KAYA,BE,       335.20,                  2682348.00,8079
,KAYNES,EQ,      3583.00,               2980776324.30,834972
,KAYTEX,SM,        56.00,                    44800.00,800
,KCEIL,SM,        80.55,                   895425.00,11000
,KCK,ST,        14.80,                  1425250.00,95000
,KCP,EQ,       165.81,                 14028160.83,84149
,KCPSUGIND,BE,        32.00,                  2414562.66,75406
,KDDL,EQ,      3852.90,                 67522117.50,17464
,KDL,SM,        89.00,                  1753065.00,19500
,KEC,EQ,       407.80,                287194464.10,701636
,KECL,EQ,       127.24,                 12222566.53,95939
,KEEPLEARN,EQ,         1.90,                    24407.06,12851
,KEI,EQ,      5170.00,               3462703624.00,666412
,KELLTONTEC,EQ,        14.01,                 31449740.71,2245431
,KEN,SM,        42.15,                   530400.00,13200
,KENNAMET,EQ,      4643.10,                167570801.10,35878
,KERNEX,EQ,      1736.40,                475758926.60,280085
,KESORAMIND,BE,        11.27,                  2592885.85,229868
,KEYFINSERV,EQ,       255.25,                    99386.20,391
,KFINTECH,EQ,       929.00,               1092581732.50,1181875
,KHADIM,BE,       116.11,                  5505352.82,47389
,KHAICHEM,EQ,        54.00,                  6557246.00,120726
,KHAITANLTD,EQ,       160.80,                  2981423.05,19103
,KHANDSE,EQ,        17.56,                    11659.41,674
,KHFM,SM,        44.25,                   331622.50,7750
,KICL,EQ,      5215.00,                  4348863.50,840
,KILITCH,BE,       171.37,                  4427046.27,25939
,KIMS,EQ,       753.65,                505492350.75,670696
,KINGFA,EQ,      5932.00,                 34051799.00,5721
,KIOCL,EQ,       380.55,                 28700527.45,75452
,KIRANVYPAR,EQ,       200.00,                   156757.31,778
,KIRIINDUS,EQ,       523.65,                509200406.20,977381
,KIRLFER,EQ,       460.00,                 57814756.90,126379
,KIRLOSBROS,EQ,      1847.70,                 65240344.10,35102
,KIRLOSENG,EQ,      2160.90,               1070760284.00,498719
,KIRLOSIND,EQ,      3699.00,                  6429235.40,1735
,KIRLPNU,EQ,       745.45,                163125893.70,220039
,KISSHT,EQ,       300.90,                553292311.65,1891855
,KITEX,EQ,       124.77,                 24515087.26,196813
,KJMCFIN,EQ,        64.37,                    39795.61,615
,KKCL,EQ,       499.65,                  4971365.80,9917
,KKJEWELS,SM,        97.10,                   194250.00,2000
,KLBRENG-B,EQ,       443.25,                196921093.00,450114
,KLL,SM,        24.75,                   774400.00,32000
,KMCSHIL,EQ,       133.19,                  8294814.55,62555
,KMEW,EQ,      2951.60,                102904889.40,35123
,KMSUGAR,EQ,        31.26,                  7555721.02,239654
,KNACK,EQ,       187.43,                205110808.96,1092839
,KNAGRI,EQ,       209.46,                  1520022.76,7223
,KNRCON,EQ,       117.07,                177928464.98,1522950
,KODYTECH,ST,      1542.65,                 29310730.00,19200
,KOHINOOR,EQ,        33.41,                  3559077.13,105947
,KOKUYOCMLN,EQ,        77.84,                  1576669.23,20142
,KOLTEPATIL,EQ,       440.80,                 33393321.65,77009
,KONSTELEC,ST,        62.35,                   379850.00,6000
,KOPRAN,EQ,       218.81,                 46192666.18,212685
,KORE,SM,       114.05,                  6983637.50,60500
,KOTARISUG,BE,        30.11,                  3132910.40,103522
,KOTHARIPET,EQ,       129.17,                  5736427.37,44226
,KOTHARIPRO,EQ,        68.19,                   262764.25,3873
,KOTIC,EQ,       136.47,                  1957127.16,14128
,KOTYARK,BE,        30.63,                  5551334.93,180309
,KOVAI,EQ,      6017.50,                 14335711.00,2393
,KPEL,EQ,       241.14,                 50262966.02,208427
,KPIGREEN,EQ,       304.60,                275762921.15,907949
,KPIL,EQ,      1410.50,                110158229.70,78306
,KPITTECH,EQ,       588.00,                419096566.60,715333
,KPL,EQ,      3390.10,                 86383888.70,25588
,KPRMILL,EQ,      1167.40,                359444497.30,308659
,KRBL,EQ,       424.40,                187599645.90,442674
,KREBSBIO,EQ,        54.91,                   295416.09,5283
,KRIDHANINF,BE,         2.06,                    49083.33,24110
,KRISHANA,EQ,       188.06,                 51637640.69,272212
,KRISHCA,SM,       164.70,                  2752425.00,17000
,KRISHIVAL,EQ,       410.35,                  2778490.55,6752
,KRISHNADEF,EQ,      1007.40,                 58759899.70,58316
,KRITI,EQ,        60.90,                   738206.96,12298
,KRITIKA,EQ,         5.39,                   436022.83,81083
,KRITINUT,EQ,        84.30,                  1153872.11,13595
,KRMAYURVED,SM,       291.15,                 20087550.00,69000
,KRN,EQ,      1534.80,                245180292.00,161090
,KRONOX,BE,       189.68,                 40699564.83,216651
,KROSS,EQ,       207.52,                 34526113.38,166705
,KRSNAA,EQ,       553.10,                 17911378.00,32269
,KRT,RR,       110.03,                566225064.50,5161351
,KRYSTAL,EQ,       667.00,                 72246655.40,108555
,KSB,EQ,       805.80,                161780924.45,200288
,KSCL,EQ,       738.75,                 83647190.90,112238
,KSE,EQ,       177.04,                  3349195.74,18978
,KSHINTL,EQ,       945.70,                116312906.65,123540
,KSHITIJ-RE,BE,         0.06,                   409005.42,6816757
,KSHITIJPOL,EQ,         3.00,                  3488315.06,1179895
,KSL,EQ,       904.30,                 99950981.60,110343
,KSOLVES,EQ,       273.20,                  6505065.00,23800
,KSR,EQ,        29.49,                   281569.05,9678
,KTKBANK,EQ,       330.35,                735806933.65,2245525
,KUANTUM,EQ,        71.23,                  4266108.25,59962
,KUSUMGAR,EQ,       571.15,                219169628.35,388168
,KWIL,EQ,        43.38,                834370154.92,19189455
,LADDERUP,EQ,        50.06,                     4953.60,102
,LAGNAM,EQ,        74.92,                   387994.93,5214
,LAHOTIOV,EQ,        41.98,                   280005.55,6724
,LAKPRE,BZ,         4.92,                     7185.96,1475
,LAKSHMIMIL,EQ,      7927.00,                  1759627.00,222
,LAKSHYA,SM,        83.55,                  1015240.00,12000
,LAL,EQ,         8.88,                   271157.34,30403
,LALITHAA,EQ,       264.35,               2240194222.30,8411510
,LALPATHLAB,EQ,      1916.10,                341391035.60,178401
,LAMBODHARA,EQ,       133.45,                  2015227.81,15039
,LAMOSAIC,ST,        60.90,                  5625090.00,92400
,LANCER,EQ,        12.91,                  6482418.09,506482
,LANCORHOL,EQ,        33.15,                  4735708.75,144455
,LANDMARK,EQ,       494.90,                 45643390.75,91762
,LANDSMILL,EQ,         0.68,                  1501887.79,2203565
,LAOPALA,EQ,       171.87,                 13605873.06,79552
,LARGEMID50,EQ,        36.34,                    47102.22,1300
,LASA,EQ,         6.78,                   140880.45,20793
,LASERPOWER,EQ,       303.55,                120728713.85,394417
,LATENTVIEW,EQ,       271.00,                 91039489.85,335930
,LATTEYS,EQ,        21.26,                   986673.90,46863
,LAURUSLABS,EQ,      1864.00,               4155162340.70,2265630
,LAXMICOT,EQ,        12.72,                   599811.79,49268
,LAXMIDENTL,EQ,       194.58,                  8341325.91,43016
,LAXMIINDIA,EQ,       125.93,                 17383062.15,137828
,LCCINFOTEC,EQ,         3.64,                   160174.02,44030
,LCL,EQ,       540.85,                 78585505.55,144632
,LEAPIND,EQ,       157.68,                650903490.92,4097242
,LEENEE,EQ,         8.89,                   484466.50,52757
,LEMERITE,EQ,        20.38,                  3001457.56,147751
,LEMONTREE,EQ,       106.18,                244677769.55,2312163
,LENSKART,EQ,       668.90,               5874957641.05,8766705
,LEXUS,EQ,        13.96,                   715187.34,51576
,LFIC,EQ,       135.91,                    64482.83,480
,LGBBROSLTD,EQ,      1699.90,                 38689477.50,22848
,LGEINDIA,EQ,      1653.20,                330960204.50,200141
,LGHL,EQ,       175.77,                  1685188.31,9420
,LIBAS,EQ,        10.49,                    61307.41,5823
,LIBERTSHOE,EQ,       234.79,                  3068754.47,13033
,LICHSGFIN,EQ,       541.25,               1495063611.05,2788144
,LICI,EQ,       408.25,               1109907925.80,2710302
,LICMFGOLD,EQ,       135.25,                 10828852.80,80058
,LICNETFGSC,EQ,        29.33,                  1338190.22,45660
,LICNETFN50,EQ,       267.60,                    75762.74,283
,LICNETFSEN,EQ,       861.96,                   123551.94,143
,LICNFNHGP,EQ,       274.97,                    29074.47,106
,LICNMID100,EQ,        63.19,                   437353.87,6896
,LIKHITHA,EQ,       202.76,                  5173573.82,25415
,LINC,EQ,        95.86,                   540903.58,5707
,LINCOLN,EQ,       618.35,                 34970875.45,56377
,LINDEINDIA,EQ,      6352.50,                105647233.00,16567
,LIQGRWBEES,EQ,      1054.02,                110292014.91,104639
,LIQUID,EQ,       999.99,                 97406498.10,97407
,LIQUID1,EQ,      1120.90,                799253738.39,713046
,LIQUIDADD,EQ,      1142.98,                615805834.73,538769
,LIQUIDBEES,EQ,      1000.00,               2397672981.05,2397673
,LIQUIDBETA,EQ,      1006.57,                    37243.11,37
,LIQUIDBETF,EQ,      1097.15,                288342039.85,262810
,LIQUIDCASE,EQ,       115.74,               1925495007.30,16635993
,LIQUIDETF,EQ,       999.99,                 94749940.51,94750
,LIQUIDIETF,EQ,       999.99,                245120285.14,245121
,LIQUIDPLUS,EQ,      1101.50,                424650160.73,385522
,LIQUIDSBI,EQ,      1000.00,                  5380039.89,5380
,LIQUIDSHRI,EQ,      1119.83,                  3675292.10,3282
,LKPSEC,EQ,        15.19,                   290693.80,19888
,LLOYDSENGG,EQ,        82.77,                653722402.17,7857744
,LLOYDSENT,EQ,        70.96,                171217848.54,2422934
,LLOYDSME,EQ,      1813.00,                664948223.30,369752
,LMW,EQ,     18783.00,                 65628670.00,3472
,LOKESHMACH,EQ,       339.90,                  8637963.25,25446
,LORDSCHLO,EQ,       138.28,                   357509.12,2603
,LOTUSCHO,EQ,       640.05,                  1745298.95,2761
,LOTUSDEV,BE,       175.95,                151603763.80,851992
,LOTUSEYE,EQ,       107.98,                  1342085.63,12570
,LOVABLE,EQ,        70.84,                   982500.97,13799
,LOWVOL,EQ,       206.20,                    45498.59,221
,LOWVOL1,EQ,        21.13,                  1436334.28,68147
,LOWVOLIETF,EQ,        22.04,                 16584887.88,751477
,LOYALTEX,EQ,       209.00,                    17141.27,80
,LPDC,EQ,         6.68,                   173207.00,25525
,LRRPL,SM,        86.35,                   777000.00,9000
,LTF,EQ,       312.80,               1891934115.90,6165981
,LTFOODS,EQ,       442.45,                313956651.65,718335
,LTGILTBEES,EQ,        29.82,                303826775.93,10199022
,LTGILTCASE,EQ,        30.36,                  3451891.97,113673
,LTTS,EQ,      3505.00,                144490191.90,41078
,LUMAXIND,EQ,      6347.00,                243925731.50,38591
,LUMAXTECH,EQ,      1986.50,                234436951.00,117029
,LUPIN,EQ,      2155.20,               1531450929.70,714232
,LUXIND,EQ,      1164.90,                 19384628.70,16563
,LXCHEM,EQ,       169.55,                106328059.61,639001
,LYKALABS,BE,        75.33,                  1134924.86,15303
,M&MFIN,EQ,       368.85,                444697754.25,1218704
,MAANALU,EQ,       118.15,                  3940005.14,33362
,MACOBSTECH,SM,       201.90,                   161520.00,800
,MACPOWER,EQ,      1883.60,                 57863140.10,30923
,MADHAV,EQ,        35.25,                    12509.62,349
,MADHAVIPL,EQ,         7.97,                   642197.38,80860
,MADHUCON,BE,         5.01,                    50500.79,10089
,MADHURKNIT,ST,        90.25,                   216600.00,2400
,MADHUSUDAN,ST,       231.00,                  5040150.00,22000
,MADRASFERT,EQ,        64.26,                  3282921.87,51060
,MAFANG,EQ,       209.39,                 82401523.70,392513
,MAFATIND,EQ,       122.57,                  3306823.16,27261
,MAGADSUGAR,EQ,       559.15,                 42579987.65,75176
,MAGNUM,EQ,        19.18,                   628475.74,32977
,MAHABANK,EQ,        82.40,               1470203166.47,17803645
,MAHAPEXLTD,EQ,        54.94,                   173375.68,3134
,MAHASTEEL,BE,      1324.40,                  4786079.00,3557
,MAHEPC,EQ,       101.95,                   891155.39,8705
,MAHESHWARI,BE,        71.88,                   733032.19,10168
,MAHICKRA,SM,       291.50,                  6895762.50,24750
,MAHKTECH,EQ,        22.50,                 10005517.33,443101
,MAHLIFE,EQ,       359.00,                 26080499.80,73364
,MAHLOG,EQ,       392.45,                 41115861.80,105720
,MAHSCOOTER,EQ,     13560.00,                 39029694.00,2871
,MAHSEAMLES,EQ,       665.05,                325866534.80,492471
,MAITHANALL,EQ,      1019.35,                446973317.70,435952
,MAITREYA,SM,       123.90,                   532880.00,4400
,MAJESAUT,BE,       353.65,                  1468979.20,4135
,MAKEINDIA,EQ,       164.96,                 14708992.05,89176
,MAKERSL,EQ,       182.70,                   360120.90,1964
,MAKS,SM,        13.75,                   101025.00,7500
,MAL,SM,        31.60,                   752720.00,24000
,MALLCOM,EQ,      1021.15,                 44316847.80,42842
,MALUPAPER,EQ,        31.05,                   943623.97,30518
,MAMATA,EQ,       401.15,                  7284463.00,18074
,MANAKALUCO,EQ,        37.12,                  3662353.79,97514
,MANAKCOAT,EQ,       121.56,                 87656193.61,736255
,MANAKSIA,EQ,        58.14,                  2211265.92,38440
,MANAKSTEEL,EQ,       109.30,                 55084414.14,509467
,MANALIPETC,EQ,        82.76,                691603580.21,8290147
,MANAPPURAM,EQ,       340.90,               1816853749.70,5411370
,MANAV,SM,        37.90,                   303200.00,8000
,MANBA,EQ,       128.31,                  7770425.01,60344
,MANBRO,EQ,        51.06,                 25057828.69,498508
,MANCREDIT,EQ,       227.79,                  2479946.16,10860
,MANGALAM,EQ,        30.33,                   856742.26,28610
,MANGLMCEM,EQ,      1092.90,                333667016.50,304145
,MANINDS,EQ,       744.85,                314043882.40,417411
,MANINFRA,EQ,       123.27,                378918301.52,3095001
,MANIPALHOS,EQ,       709.90,               2932566049.15,4066750
,MANKIND,EQ,      2391.50,                792952516.80,334009
,MANOMAY,EQ,       224.52,                 20477137.38,90681
,MANORAMA,EQ,      1813.10,                285930607.30,157707
,MANORG,EQ,       478.65,                  5568786.90,11497
,MANUFGBEES,EQ,       163.07,                  2013454.42,12385
,MANUGRAPH,BE,        14.38,                   220986.00,15297
,MANYAVAR,EQ,       544.10,                121566922.00,222703
,MAPMYINDIA,EQ,       982.60,                112348460.30,114018
,MARALOVER,EQ,        54.13,                   632269.67,11811
,MARATHON,EQ,       433.80,                 82261577.30,188885
,MARCO,SM,        33.70,                   906150.00,27000
,MARICO,EQ,       829.35,               1227327776.50,1477115
,MARINE,EQ,       431.50,                411667207.85,956684
,MARKOLINES,EQ,       172.66,                 87697933.67,506896
,MARKSANS,EQ,       332.50,               2187187027.35,6573003
,MARSONS,EQ,       122.84,                358471574.02,2909043
,MASFIN,EQ,       294.45,                 40299430.95,135767
,MASKINVEST,EQ,       146.00,                      730.00,5
,MASPTOP50,EQ,        80.22,                 11098031.36,138346
,MASTEK,EQ,      1763.00,                156622312.30,88631
,MASTER,SM,       430.65,                   215325.00,500
,MASTERTR,EQ,        80.85,                 18720429.13,231560
,MATRIMONY,EQ,       514.35,                  2957649.90,5735
,MAWANASUG,EQ,       147.87,                110058823.09,734892
,MAXESTATES,EQ,       520.65,                 98312293.60,193763
,MAXIND,EQ,       147.90,                 18910925.67,128088
,MAXPOSURE,SM,        29.00,                    58000.00,2000
,MAXVOLT,SM,       333.25,                 15323680.00,45600
,MAYASHEEL,SM,        37.90,                   113700.00,3000
,MAYURUNIQ,EQ,       728.75,                141398951.65,194948
,MAZDA,BE,       261.30,                 16169322.95,62477
,MBAPL,EQ,       159.07,                163581427.38,1021835
,MBECL,BE,       234.83,                  1292034.66,5502
,MBEL,EQ,       266.10,                 23119310.70,87436
,MBLINFRA,EQ,        23.34,                  1218639.36,53582
,MCCHRLS-B,EQ,       675.60,                   228272.40,345
,MCL,EQ,        56.17,                  2575250.17,45631
,MCLEODRUSS,EQ,        47.04,                 19246187.97,406637
,MCLOUD,EQ,        26.28,                 76202722.40,2883337
,MCON,SM,        42.50,                   169750.00,4000
,MCX,EQ,      3286.00,               8065507913.20,2448588
,MEDANTA,EQ,      1444.90,                327353494.00,224430
,MEDIASSIST,EQ,       338.75,                 44192167.60,131832
,MEDICAMEQ,EQ,       265.25,                 19723236.45,74789
,MEDICAPQ,EQ,        26.70,                   115566.67,4283
,MEDICO,EQ,        39.33,                 29919142.75,745016
,MEDIORG,SM,        25.65,                   414700.00,16000
,MEDISTEP,SM,        21.95,                   384000.00,18000
,MEDPLUS,EQ,       659.95,                 48488589.65,73117
,MEESHO,EQ,       211.60,               4845375648.51,23152746
,MEGASTAR,EQ,       305.45,                   286849.25,938
,MEGATHERM,SM,       209.55,                  2944800.00,14000
,MEIL,EQ,       278.90,                 17750970.95,63130
,MENNPIS,EQ,        74.20,                  5737103.34,76929
,MENONBE,BE,       293.90,                 15062644.00,51333
,MEP,BZ,         0.73,                   180248.00,244703
,MERCANTILE,EQ,        25.59,                  3596815.71,138793
,MERCURYEV,EQ,        36.66,                  3058823.68,83693
,METAL,EQ,        13.26,                 15674941.17,1184375
,METALIC,ST,       132.30,                 12630800.00,94400
,METALIETF,EQ,        13.19,                 85860908.42,6515057
,METROBRAND,EQ,       900.65,                 43403291.60,48088
,METROGLOBL,EQ,       132.95,                   375925.78,2818
,METROPOLIS,EQ,       582.20,                 79023156.35,135132
,MFML,EQ,        18.57,                    37835.46,2032
,MFSL,EQ,      1505.00,                830044126.90,547908
,MGEL,BE,        14.44,                   927921.13,64418
,MGL,EQ,      1065.20,                189312895.50,176423
,MGSL,SM,        77.55,                  3006420.00,39600
,MHHL,SM,        31.40,                    47100.00,1500
,MHLXMIRU,BE,       176.82,                  2051348.55,11796
,MHRIL,EQ,       206.59,                 19590712.31,94450
,MICEL,BE,        38.24,                   846595.36,22139
,MICROPRO,SM,        18.55,                    29680.00,1600
,MID150,EQ,        23.56,                  9076228.58,386920
,MID150BEES,EQ,       239.07,                235525321.65,987164
,MID150CASE,EQ,        11.63,                 19588694.92,1687555
,MIDBANKADD,EQ,        17.33,                    96962.30,5659
,MIDCAP,EQ,        18.47,                 16450001.82,891364
,MIDCAPADD,EQ,        23.17,                   362124.18,15682
,MIDCAPBETA,EQ,       234.00,                   568162.93,2439
,MIDCAPETF,EQ,        23.63,                 62618514.90,2657084
,MIDCAPIETF,EQ,        23.84,                 37497820.00,1571103
,MIDHANI,EQ,       414.40,                128536306.30,309511
,MIDQ50ADD,EQ,        25.10,                  3367025.89,134661
,MIDSELIETF,EQ,        19.88,                  6987832.62,352313
,MIDSMALL,EQ,        51.63,                 22556631.18,437066
,MIDWESTLTD,EQ,      1036.90,                 32668419.70,31260
,MIEL,SM,        12.40,                    48200.00,4000
,MIIL,EQ,       722.55,                 46638546.55,65224
,MILKYMIST,EQ,       252.04,              13995110489.61,56560370
,MINALIND,BE,         4.86,                   448859.88,92358
,MINDACORP,EQ,       707.85,                249631021.70,355440
,MINDSPACE,RR,       500.74,                236611931.70,474448
,MINDTECK,EQ,       170.32,                  2873411.34,16830
,MIRZAINT,EQ,        30.84,                  3316161.87,107709
,MITCON,BE,        78.76,                   267883.55,3467
,MITTAL,EQ,         0.81,                   298240.17,368821
,MKEXIM,EQ,        61.42,                   881999.04,14748
,MKPL,EQ,         4.00,                   564096.05,140220
,MLKFOOD,EQ,        83.15,                   183794.04,2213
,MMEL,SM,        23.10,                   391400.00,16000
,MMFL,EQ,       648.05,                114323702.05,172249
,MMP,EQ,       384.10,                 23439801.10,61096
,MMTC,EQ,        62.10,                 42814889.74,691082
,MMWL,EQ,        14.13,                   322574.71,22481
,MNC,EQ,        33.18,                  2936512.37,88687
,MOALPHA50,EQ,        56.15,                   577377.09,10330
,MOBANK10,EQ,        16.79,                    67192.82,3999
,MOBIKWIK,EQ,       185.32,                 87687154.81,472492
,MOCAPITAL,EQ,        53.55,                 43507408.88,812896
,MODEFENCE,EQ,       105.14,                140486424.12,1341539
,MODINATUR,EQ,       340.80,                  1515163.30,4439
,MODIRUBBER,EQ,       123.80,                  1003132.93,7993
