,02-Sep-2026
The Nifty witnessed an intraday movement of about 127.65 points.The closing index was 0.59 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 115184.52
, Traded Quantity (in Lakhs), 49579.15
, Number of Trades, 38764448
, Total Market Capitalisation (Rs. Crores), 48624627.50

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,GODIGIT,EQ,       258.40,                 31421673.00,121329
,GODREJAGRO,EQ,       670.25,               1490500826.05,2230141
,GODREJIND,EQ,      1138.80,                 51760555.20,45406
,GODREJPROP,EQ,      1970.70,               1488405058.30,770610
,GOKEX,EQ,       770.10,                107172897.95,138716
,GOKUL,EQ,        41.37,                  9040378.31,219183
,GOKULAGRO,EQ,       234.19,                113625852.71,487548
,GOLD1,EQ,       124.77,                253804293.46,2034162
,GOLD360,EQ,       145.60,                  3378043.20,23092
,GOLDADD,EQ,        14.51,                182602112.53,12536983
,GOLDAXIS,EQ,       124.18,                105661644.28,850365
,GOLDBEES,EQ,       123.52,               4473034664.99,36173459
,GOLDBETA,EQ,       126.00,                117657544.45,933480
,GOLDBND,EQ,       149.22,                   596244.14,3995
,GOLDCASE,EQ,        23.51,                372049664.23,15798999
,GOLDENTOBC,BZ,        24.27,                   110245.15,4522
,GOLDETF,EQ,       145.52,                215990122.65,1483420
,GOLDIAM,EQ,       344.10,                111446868.85,326183
,GOLDIETF,EQ,       127.84,               1127684093.11,8804998
,GOLDKART,SM,       100.00,                   125000.00,1250
,GOLDSTAR,SM,         7.85,                   433687.50,56250
,GOLDTECH,BE,        47.28,                   573506.66,12252
,GOODLUCK,EQ,       474.75,                315126244.50,674267
,GOODYEAR,EQ,       736.10,                  2939078.70,3995
,GOPAL,EQ,       264.90,                 33604483.60,126055
,GOYALALUM,EQ,         6.23,                   211892.48,33923
,GOYALSALT,SM,       105.00,                   250800.00,2400
,GPECO,ST,       402.20,                  2810830.00,7000
,GPIL,EQ,       239.39,                476450164.32,1989265
,GPPL,EQ,       164.44,                356615735.39,2172344
,GPTHEALTH,EQ,       150.83,                  7564297.03,50195
,GPTINFRA,EQ,       110.71,                147691166.79,1296483
,GRADIENTE,EQ,         2.65,                  1607983.17,606549
,GRANDOAK,EQ,        34.58,                   245437.28,7029
,GRANULES,EQ,       831.75,                652459874.80,787511
,GRAPHISAD,SM,        26.00,                    61800.00,2400
,GRAPHITE,EQ,       726.60,                495573548.20,680122
,GRAUWEIL,EQ,        70.06,                 15402883.63,219735
,GRAVISSHO,EQ,        30.83,                     3946.75,128
,GRAVITA,EQ,      1749.10,                212934412.30,120612
,GRCL,SM,       590.00,                   886987.50,1500
,GREAVESCOT,EQ,       194.20,                153078627.36,785920
,GREENCHEF,SM,        63.40,                  1579760.00,25600
,GREENLAM,EQ,       242.06,                 12207394.74,50408
,GREENLEAF,ST,       112.80,                   665950.00,6000
,GREENPANEL,EQ,       158.00,                 43314945.18,274624
,GREENPLY,EQ,       283.70,                 21859052.50,76970
,GREENPOWER,EQ,         9.16,                 13603565.00,1495912
,GRINDWELL,EQ,      1967.50,                 28460323.20,14477
,GRINFRA,EQ,       873.90,                  9360801.70,10763
,GRMOVER,EQ,        86.03,                103893871.07,1220718
,GROBTEA,EQ,       965.50,                   119269.70,123
,GROWW,EQ,       189.88,               3964209774.40,21060867
,GROWWCAPM,EQ,        11.20,                  6288519.22,559055
,GROWWCHEM,EQ,        30.01,                248512139.47,8369265
,GROWWDEFNC,EQ,        95.89,                 26929355.55,281797
,GROWWEV,EQ,        32.60,                 18659794.60,574173
,GROWWGOLD,EQ,        14.58,                 65094458.00,4454236
,GROWWHOSPI,EQ,        51.85,                 11601845.24,223935
,GROWWLIQID,EQ,       110.59,                 54019983.23,488458
,GROWWLOVOL,EQ,        10.30,                   232365.63,22557
,GROWWMC150,EQ,       232.09,                   458558.21,1981
,GROWWMETAL,EQ,        12.48,                  5260972.85,421344
,GROWWMOM50,EQ,        11.01,                  2026661.15,184990
,GROWWN200,EQ,        11.31,                   649915.24,57672
,GROWWNET,EQ,        10.73,                  8781277.25,823244
,GROWWNIFTY,EQ,         9.67,                  8278168.74,856030
,GROWWNXT50,EQ,        73.23,                   464218.32,6365
,GROWWPOWER,EQ,        11.18,                 16684769.15,1494406
,GROWWPSE,EQ,        97.74,                   379511.56,3893
,GROWWPSUBK,EQ,        85.36,                   303965.37,3573
,GROWWRAIL,EQ,        27.90,                 38636351.54,1386286
,GROWWRLTY,EQ,         9.92,                  2932274.73,297808
,GROWWSC250,EQ,        10.58,                  1414407.20,134149
,GROWWSLVR,EQ,        22.08,                 34454681.03,1558535
,GRPLTD,EQ,      2008.90,                  1558598.60,771
,GRSE,EQ,      2495.10,                683286383.10,273379
,GRWRHITECH,EQ,      7202.50,                201776035.50,27984
,GSEC10ABSL,EQ,       111.61,                      337.29,3
,GSEC10IETF,EQ,       263.42,                     2644.54,10
,GSEC10YEAR,EQ,        30.55,                   223116.90,7377
,GSEC5IETF,EQ,        66.25,                   690621.91,10415
,GSFC,EQ,       159.95,                125662471.57,787261
,GSLSU,EQ,        25.74,                  4604253.20,180235
,GSMFOILS,SM,       123.15,                 95704150.00,754500
,GSPCROP,EQ,       625.95,                 32015468.70,51552
,GSS,EQ,        11.83,                   169922.84,14411
,GSTL,SM,        11.40,                    82400.00,7000
,GTECJAINX,BE,        28.90,                    66162.56,2322
,GTL,EQ,         7.23,                  1414309.73,196396
,GTLINFRA,EQ,         1.16,                 36396453.50,31318894
,GTPL,EQ,        56.17,                  3142684.25,55563
,GUFICBIO,EQ,       438.80,                307016506.70,693834
,GUJALKALI,EQ,       714.80,                 77462836.80,107798
,GUJAPOLLO,EQ,       337.70,                  1221452.65,3595
,GUJENERGY,EQ,       262.29,                587260835.34,2260654
,GUJRAFFIA,EQ,        40.00,                    51470.81,1260
,GUJTHEM,EQ,       413.05,                709264738.15,1719974
,GULFOILLUB,EQ,      1125.00,                 71968524.20,64023
,GULFPETRO,BE,        67.56,                  6057606.45,90692
,GULPOLY,EQ,       187.56,                 31961092.87,170753
,GVKPIL,BE,         2.06,                  1960297.93,956635
,GVPIL,EQ,       632.15,                 78541522.35,125940
,GVPTECH,EQ,         8.33,                  1954502.11,231970
,GVT&D,EQ,      4240.00,               3529375660.60,836148
,GYFTR,EQ,       183.00,                 18518146.55,102161
,HALDER,EQ,       293.90,                 10073863.10,34207
,HALDYNGL,BE,       142.55,                 10708938.37,75540
,HALEOSLABS,EQ,      1481.40,                  2217761.00,1498
,HAMPTON,EQ,         8.17,                    50578.32,6209
,HAPPSTMNDS,EQ,       354.85,               1775623883.80,4999399
,HAPPY,SM,        82.85,                  3156700.00,38000
,HAPPYFORGE,EQ,      2345.90,                247241074.30,102193
,HARDWYN,EQ,         9.12,                 12436487.45,1367993
,HARIOMPIPE,EQ,       348.60,                 46339715.65,134360
,HARRMALAYA,EQ,       188.98,                  2218614.49,11701
,HARSHA,EQ,       450.75,                109506827.35,241531
,HATHWAY,EQ,        10.34,                 14598918.89,1410954
,HATSUN,EQ,      1193.60,                293535850.50,244250
,HAVELLS,EQ,      1193.00,                897838338.70,752254
,HAVISHA,EQ,         1.28,                    61598.21,47158
,HAWKINCOOK,EQ,      8194.50,                  6561136.50,804
,HAZOOR,EQ,        18.95,                  3256918.34,171123
,HBESD,EQ,        75.00,                    16798.90,224
,HBLENGINE,EQ,       660.20,                340242752.60,519552
,HBPOR,EQ,        59.99,                    30493.25,515
,HBSL,EQ,        52.98,                    38970.97,730
,HCC,EQ,        23.08,                751745396.12,32414628
,HCG,EQ,       699.30,                 67326272.35,95423
,HCL-INSYS,EQ,        10.32,                  2485436.74,237943
,HDBFS,EQ,       675.20,                136745061.70,203242
,HDFCBSE500,EQ,        37.55,                241494483.16,6500475
,HDFCGOLD,EQ,       127.80,                566729846.64,4434615
,HDFCGROWTH,EQ,       119.13,                  3944592.44,33131
,HDFCLIQUID,EQ,      1076.27,                 19497220.00,18114
,HDFCLOWVOL,EQ,        20.57,                    42661.18,2076
,HDFCMID150,EQ,        23.40,                 14676937.89,629418
,HDFCMOMENT,EQ,        30.90,                  7744783.62,251617
,HDFCNEXT50,EQ,        74.47,                  9723852.66,131262
,HDFCNIF100,EQ,        25.90,                  2182043.79,84250
,HDFCNIFBAN,EQ,        58.88,                  8961398.31,152224
,HDFCNIFIT,EQ,        33.07,                  7487522.64,225637
,HDFCNIFTY,EQ,       269.77,                113324115.58,420555
,HDFCNIMEG,EQ,       131.19,                  2986335.50,22753
,HDFCPSUBK,EQ,        85.92,                  1372438.98,15985
,HDFCPVTBAN,EQ,        28.18,                  1632592.78,57961
,HDFCQUAL,EQ,        58.82,                   231921.29,3956
,HDFCSENSEX,EQ,        86.79,                  4195654.54,48366
,HDFCSILVER,EQ,       215.37,                625880753.52,2903676
,HDFCSML250,EQ,       184.13,                329252238.39,1788565
,HDFCVALUE,EQ,       125.43,                   229583.28,1842
,HDIL,BZ,         1.52,                   200084.39,133742
,HEADSUP,EQ,         6.83,                    64953.60,9607
,HEALTHADD,EQ,        16.73,                  1526617.57,91074
,HEALTHAXIS,EQ,       170.11,                   191297.56,1130
,HEALTHCARE,EQ,        21.71,                   486512.65,22485
,HEALTHIETF,EQ,       170.65,                 11960273.22,70188
,HEALTHX,EQ,       294.30,                   554469.95,1875
,HEALTHY,EQ,        17.08,                  4069359.64,238422
,HECPROJECT,EQ,       116.09,                   533805.85,4614
,HEG,EQ,       706.40,                728247931.15,1020619
,HEIDELBERG,EQ,       157.87,                 21910887.73,138843
,HEMIPROP,EQ,       126.61,                 32066685.31,253856
,HERANBA,EQ,       175.23,                  3591997.92,20511
,HERITGFOOD,EQ,       378.75,               1762793197.20,4731013
,HEROMOTOCO,EQ,      5300.00,               9194406579.00,1746768
,HESTERBIO,EQ,      2176.50,                 15253557.80,7011
,HEXAGON,BE,        66.14,                  7034700.74,107199
,HEXATRADEX,EQ,       157.91,                   124942.40,789
,HEXT,EQ,       543.60,                169675900.10,311273
,HFCL,EQ,       226.27,               3935043275.56,17046359
,HGINFRA,EQ,       471.80,                 43291460.80,91321
,HGM,EQ,        48.34,                   751866.05,15445
,HGS,EQ,       393.10,                  4765347.45,12083
,HIGREEN,SM,       124.80,                  1099480.00,8800
,HIKAL,EQ,       200.60,                 47529026.24,237919
,HILINFRA,EQ,        43.56,                  3026746.49,69280
,HILTON,EQ,        18.79,                  3799149.03,202367
,HIMATSEIDE,EQ,        69.66,                 18406988.21,266034
,HINDADH,EQ,       359.50,                   933321.65,2619
,HINDALUMI,EQ,        97.32,                   541758.30,5519
,HINDCOMPOS,EQ,       399.60,                  1839699.45,4600
,HINDCON,EQ,        23.16,                   358031.63,15529
,HINDCOPPER,EQ,       520.95,               3440496796.25,6616530
,HINDOILEXP,EQ,       166.18,                 92123403.71,551626
,HINDPETRO,EQ,       359.00,               2762912468.50,7705518
,HINDWAREAP,EQ,       182.08,                 13431301.27,74310
,HIRECT,EQ,      1218.50,                 32465661.30,26426
,HISARMETAL,EQ,       159.80,                   420287.70,2599
,HITECH,EQ,        76.54,                 85372416.31,1100863
,HITECHCORP,BE,       336.55,                  2619273.90,7808
,HITECHGEAR,BE,       569.20,                   586899.00,1031
,HLEGLAS,EQ,       314.10,                 22533589.95,71474
,HLVLTD,EQ,         6.30,                  1280102.58,203740
,HMAAGRO,EQ,        20.89,                 86242348.28,4096974
,HMT,BZ,        67.48,                  3103345.26,46803
,HMVL,BE,        87.33,                   741076.81,8500
,HNDFDS,EQ,       622.80,                148894372.45,239548
,HNGSNGBEES,EQ,       468.63,                 28457358.38,60755
,HOACFOODS,ST,       923.70,                  4554450.00,4875
,HOLMARC,SM,       107.00,                   541575.00,5250
,HOMEFIRST,EQ,      1196.70,                148980903.30,125641
,HOMESFY,SM,       111.30,                    33390.00,300
,HONASA,EQ,       469.95,                457035010.05,966603
,HONAUT,EQ,     35170.00,                 72831425.00,2073
,HONDAPOWER,EQ,      1976.10,                 10757820.50,5423
,HORIZONIND,EQ,        56.57,                647483422.57,11684390
,HPAL,EQ,        35.01,                  1577072.49,45020
,HPIL,EQ,       122.01,                    58901.68,484
,HPL,EQ,       297.35,                 22212514.55,74715
,HPTL,SM,       330.75,                 28804080.00,91800
,HRHNEXT,SM,        24.65,                   146250.00,6000
,HRYNSHP,EQ,       102.00,                    39884.04,395
,HSBCGOLD,EQ,       130.24,                  9424084.78,72337
,HSCL,EQ,       659.60,               7357376504.30,10982851
,HTEL,BE,        78.55,                318984319.37,4060604
,HTMEDIA,EQ,        26.19,                  3765846.45,143113
,HUBTOWN,EQ,       180.60,                 66401400.97,369887
,HUDCO,EQ,       178.35,                275615368.28,1558842
,HUHTAMAKI,EQ,       261.35,                 88303733.70,337585
,HVAX,SM,       660.00,                    99000.00,150
,HYBRIDETF,EQ,        10.03,                   623935.63,62333
,HYBRIDFIN,BE,        16.60,                   121272.46,7358
,IBLFL,SM,        58.00,                  1160000.00,20000
,IBULLSLTD,EQ,        25.96,                326898965.63,12745266
,ICDSLTD,EQ,        59.06,                  7029725.38,122072
,ICELCO,SM,       114.90,                 10332960.00,88800
,ICEMAKE,EQ,       739.70,                  5734281.00,7785
,ICICIAMC,EQ,      2973.30,               2619068559.50,880414
,ICICIB22,EQ,       113.81,                 18878905.28,166033
,ICICIGI,EQ,      1537.00,                929123727.20,605897
,ICICIPRULI,EQ,       499.50,                546121476.80,1099572
