MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
G,ST,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,        18.30,        18.30,        18.30,        18.05,        18.05,                    54525.00,3000, ,        51.50,        13.35
N,SM,NMSTEEL,NEWMALAYALAM STEEL LTD,        22.85,        22.85,        22.95,        22.85,        22.90,                   109920.00,4800, ,        39.15,        17.40
N,SM,NFPSAMPOOR,NFP SAMPOORNA FOODS LTD,        20.65,        20.65,        21.45,        20.50,        21.45,                   334200.00,16000, ,        54.50,        20.45
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        13.15,        13.00,        13.10,        12.70,        12.75,                    51550.00,4000, ,        24.90,        11.50
N,SM,NIKITA,NIKITA GRENTEC RECYCL LTD,        76.90,        75.25,        76.50,        75.05,        75.05,                   812760.00,10800, ,       156.00,        67.15
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,        28.55,        28.20,        28.75,        28.20,        28.60,                   391695.00,13800, ,       231.00,        28.00
N,SM,OBSCP,OBSC PERFECTION LIMITED,       860.80,       843.05,       871.95,       840.00,       848.05,                 26330620.00,30800, ,       921.00,       269.95
N,SM,OMFURN,OMFURN INDIA LIMITED,        59.45,        56.50,        56.55,        56.50,        56.50,                   406860.00,7200, ,       140.00,        38.00
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,       299.00,       297.90,       297.90,       283.05,       286.05,                  2666940.00,9300, ,       317.00,       100.00
N,SM,OLIL,ONECLICK LOGISTICS IND L,       418.20,       415.00,       430.00,       407.00,       411.80,                 13090200.00,32000, ,       479.90,       210.50
N,ST,ONYX,ONYX BIOTEC LIMITED,        41.00,        39.05,        39.90,        38.95,        39.90,                  2341700.00,60000, ,        51.00,        24.20
N,SM,OPTIMYSTIX,OPTIMYSTIX ENT INDIA LTD,       169.85,       165.40,       165.40,       147.00,       147.90,                 39329520.00,257600, ,       195.00,       147.00
N,ST,OPTIVALUE,OPTIVALUE TEK CONSULT LTD,       173.75,       174.00,       174.00,       165.10,       168.00,                  9102640.00,54400, ,       202.00,        56.05
N,SM,ORIANA,ORIANA POWER LIMITED,      1240.10,      1225.05,      1247.90,      1209.95,      1221.90,                 41702595.00,34050, ,      3064.00,      1174.95
N,SM,OSELDEVICE,OSEL DEVICES LIMITED,       372.60,       376.95,       389.00,       360.00,       363.55,                 10274550.00,27800, ,       835.00,       357.15
N,ST,OWAIS,OWAIS METAL & MINERAL,        81.05,        81.05,        82.65,        79.45,        82.40,                  3853875.00,48300, ,       580.00,        58.10
N,SM,PROPEQUITY,P. E. ANALYTICS LIMITED,       210.00,       210.00,       210.00,       210.00,       210.00,                   126000.00,600, ,       268.00,       145.00
N,SM,PARAGON,PARAGON FINE S.C. LTD.,        48.05,        48.00,        48.00,        48.00,        48.00,                   230400.00,4800, ,        63.00,        34.10
N,SM,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,        31.90,        33.45,        33.45,        33.45,        33.45,                   120420.00,3600, ,        64.00,        29.85
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,        31.10,        31.50,        32.00,        31.50,        32.00,                   381000.00,12000, ,        43.05,        21.15
N,SM,PARIN,PARIN ENTERPRISES LIMITED,       710.00,       709.95,       715.00,       709.95,       712.50,                  2136212.50,3000, ,       748.00,       440.00
N,SM,PARTH,PARTH ELEC & ENG LTD,       530.05,       520.00,       545.00,       505.00,       542.05,                 15507580.00,29200, ,       545.00,       188.55
N,SM,PATILAUTOM,PATIL AUTOMATION LIMITED,       253.00,       245.05,       284.50,       243.00,       275.05,                 75916260.00,280200, ,       284.50,       112.05
N,SM,PELATRO,PELATRO LIMITED,       346.60,       350.00,       369.00,       350.00,       354.50,                  4719825.00,13200, ,       440.00,       246.00
N,SM,PENTAGON,PENTAGON RUBBER LIMITED,        52.00,        52.00,        62.40,        52.00,        62.40,                  1161650.00,20000, ,        99.50,        49.15
N,SZ,PERFECT,PERFECT INFRAENGINEER LTD,         1.95,         1.90,         1.90,         1.90,         1.90,                    11400.00,6000, ,         6.05,         1.30
N,SM,PCCL,PETRO CARBON AND CHEMI L,       405.85,       405.85,       420.00,       405.85,       416.85,                  9261860.00,22400, ,       420.00,       168.40
N,SM,PHANTOMFX,PHANTOM DIGITAL EFF LTD,       119.95,       117.35,       118.30,       114.05,       116.05,                  1786710.00,15300, ,       311.00,       113.95
N,SM,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,        13.85,        13.80,        14.20,        13.80,        14.20,                   112200.00,8000, ,        25.50,        13.20
N,SM,PPSL,PICTUREPOST STUDIOS LTD,         3.00,         2.95,         3.00,         2.85,         2.85,                   455400.00,159000, ,        16.15,         2.10
N,SM,POLYSIL,POLYSIL IRRIGATION SYST L,        60.90,        63.90,        63.90,        62.70,        63.90,                 12101175.00,189500, ,       356.75,        47.25
N,SM,POSITRON,POSITRON ENERGY LIMITED,       168.00,       163.50,       170.80,       163.50,       170.05,                  1519050.00,9000, ,       395.00,       105.90
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,       112.00,       111.45,       112.00,       101.10,       105.45,                  2101075.00,19500, ,       374.80,       101.10
N,SM,PRAMODINI,PRAMODINI MEDICARE LTD,       117.10,       119.20,       119.20,       115.00,       117.10,                  9535440.00,81600, ,       125.95,       111.55
N,SM,PRANIK,PRANIK LOGISTICS LIMITED,        43.00,        40.00,        40.55,        39.10,        39.90,                   319520.00,8000, ,        86.90,        37.00
N,SM,PRATHAM,PRATHAM EPC PROJECTS LTD,       119.35,       119.50,       123.00,       119.50,       122.00,                   388380.00,3200, ,       196.00,       100.00
N,SM,PRLIND,PREMIER ROADLINES LIMITED,        41.60,        41.80,        42.00,        41.00,        41.50,                  1088000.00,26000, ,        93.00,        41.00
N,SM,PRESSTONIC,PRESSTONIC ENGINEERING L,        33.00,        34.15,        36.00,        32.90,        33.80,                  1096520.00,32000, ,        89.00,        24.00
N,ST,PRIMECAB,PRIME CABLE INDUSTRIES L,       198.00,       207.65,       207.65,       203.00,       203.00,                  1641040.00,8000, ,       222.00,        70.40
N,SM,PRITIKA,PRITIKA ENG COMPO LTD,        61.80,        63.25,        63.35,        63.00,        63.35,                  1012500.00,16000, ,        93.55,        44.05
G,ST,PRIZOR,PRIZOR VIZTECH LIMITED,      1131.25,      1108.65,      1153.85,      1108.65,      1153.85,                 20850240.00,18400, ,      1153.85,       216.65
N,SM,PROFX,PRO FX TECH LIMITED,        80.00,        76.80,        76.80,        76.80,        76.80,                   122880.00,1600, ,       114.00,        56.00
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,        80.00,        76.00,        76.00,        76.00,        76.00,                   114000.00,1500, ,       142.45,        56.05
N,SM,PROPSHOP,PROPSHOP EVENTS AND EXH L,        66.20,        63.05,        69.00,        63.05,        68.45,                  1887300.00,28000, ,        80.00,        52.45
N,ST,PURPLEUTED,PURPLE UNITED SALES LTD,       395.30,       380.20,       407.00,       380.20,       405.70,                  5710812.50,14250, ,       587.95,       244.45
N,SM,PURVFLEXI,PURV FLEXIPACK LIMITED,        50.90,        48.50,        49.95,        48.40,        48.40,                   892920.00,18400, ,       124.95,        37.00
N,SM,PUSHPA,PUSHPA JEWELLERS LIMITED,       107.20,       112.50,       114.45,       111.65,       114.20,                  3737100.00,33000, ,       148.75,        81.15
N,SM,QLINE,Q-LINE BIOTECH LIMITED,       587.05,       584.00,       623.00,       568.00,       619.55,                 98877880.00,164000, ,       623.00,       431.00
N,SM,QUESTLAB,QUEST LABORATORIES LTD,        85.65,        85.20,        85.50,        84.00,        84.00,                   509640.00,6000, ,       152.60,        84.00
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,        15.85,        15.50,        15.50,        15.50,        15.50,                    23250.00,1500, ,        51.00,        15.40
N,SM,QVCEL,QVC EXPORTS LIMITED,        23.65,        23.05,        23.75,        22.50,        23.75,                   585360.00,25600, ,        35.30,        21.75
N,SM,RILINFRA,RACHANA INFRA LTD,        35.70,        35.85,        36.50,        34.35,        35.55,                   316535.00,8900, ,        47.50,        27.60
N,ST,RADIOWALLA,RADIOWALLA NETWORK LTD,        30.25,        31.75,        31.75,        31.75,        31.75,                   711200.00,22400, ,        72.00,        22.20
N,ST,RCDL-RE,RAJGOR CAST DERIVATI LTD,         2.90,         2.70,         2.75,         1.75,         1.75,                   920250.00,453000, ,         6.25,         1.75
N,SM,RCDL,RAJGOR CASTOR DERIVATI L,        15.30,        16.20,        16.20,        14.25,        14.55,                   527250.00,36000, ,        35.00,        14.25
N,SM,RAJPUTANA,RAJPUTANA BIODIESEL LTD,       242.00,       237.05,       239.00,       220.00,       238.50,                  6139975.00,26500, ,       299.00,       169.00
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,        64.80,        65.00,        65.00,        61.05,        63.00,                  1051050.00,16500, ,        95.00,        60.00
N,SM,RBS,RAMDEVBABA SOLVENT LTD,        89.15,        88.00,        92.90,        88.00,        88.50,                   644640.00,7200, ,       134.00,        58.80
N,SM,RAPIDFLEET,RAPID FLEET MGT SERVICE L,       232.50,       238.50,       238.70,       230.00,       230.00,                  3933780.00,16800, ,       244.90,       158.00
N,SM,RAPPID,RAPPID VALVES (INDIA) LTD,       298.50,       298.00,       310.00,       298.00,       304.70,                  2181480.00,7200, ,       376.00,       207.00
N,SM,RBMINFRA,RBM INFRACON LIMITED,       234.00,       238.75,       243.70,       233.00,       242.75,                  2318550.00,9800, ,       524.80,       221.00
N,SM,READYMIX,READYMIX CONSTRU MACHI L,        79.65,        79.50,        80.95,        76.00,        78.65,                  2191700.00,28000, ,       175.00,        68.80
N,SM,REFRACTORY,REFRACTORY SHAPES LIMITED,        27.85,        26.60,        27.60,        26.50,        26.50,                   266850.00,10000, ,        62.00,        24.25
N,SM,REMUS,REMUS PHARMACEUTICALS L,       866.60,       866.00,       900.00,       866.00,       885.30,                  3001385.00,3400, ,       987.50,       580.00
N,SM,RNPL,RENOL POLYCHEM LIMITED,        80.20,        79.90,        79.90,        79.90,        79.90,                    95880.00,1200, ,       158.00,        69.05
N,SM,REXPRO,REXPRO ENTERPRISES LTD,        36.45,        37.80,        38.25,        37.15,        37.55,                   341050.00,9000, ,        93.00,        36.45
N,ST,RFBL,RFBL FLEXI PACK LIMITED,        90.70,        86.20,        86.20,        86.20,        86.20,                   258600.00,3000, ,       104.70,        52.50
N,ST,RICHA,RICHA INFO SYSTEMS LTD,        78.45,        78.00,        80.20,        78.00,        80.20,                   158200.00,2000, ,        95.00,        50.00
N,SM,RITEZONE,RITE ZONE CHEMCON IND LTD,        17.90,        18.75,        18.75,        18.75,        18.75,                    60000.00,3200, ,        36.55,        13.80
N,SM,RNFI,RNFI SERVICES LIMITED,       306.50,       305.00,       308.00,       291.65,       296.05,                 26533380.00,89400, ,       404.00,       216.00
N,SM,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       239.05,       239.00,       239.00,       228.35,       237.85,                  1479525.00,6250, ,       283.85,       123.90
N,SM,ROXHITECH,ROX HI TECH LIMITED,        47.40,        46.50,        48.95,        46.50,        47.40,                  1660160.00,35200, ,        58.90,        22.95
N,SM,ROYALARC,ROYAL ARC ELECTRODES LTD,       169.00,       164.40,       164.40,       158.00,       159.00,                  1541220.00,9600, ,       197.00,       126.50
N,SM,RULKA,RULKA ELECTRICALS LIMITED,       110.00,       106.10,       106.10,       106.10,       106.10,                    31830.00,300, ,       139.75,        72.95
N,SM,SATECH,S A TECH SOFTWARE INDIA L,        39.70,        39.65,        39.65,        37.05,        37.05,                   189450.00,5000, ,        60.75,        31.15
N,SM,SDREAMS,S D RETAIL LIMITED,        85.55,        85.55,        85.55,        85.00,        85.00,                   256100.00,3000, ,       137.25,        66.05
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       323.80,       323.00,       324.50,       310.25,       315.00,                 14073012.50,44750, ,       459.00,       225.35
N,ST,SAAKSHI,SAAKSHI MEDTEC N PANELS L,       309.00,       302.10,       320.90,       302.10,       310.90,                 13701360.00,44400, ,       331.00,       147.40
N,ST,SABAR,SABAR FLEX INDIA LIMITED,         8.25,         8.65,         8.65,         8.65,         8.65,                    43250.00,5000, ,         9.55,         3.95
N,SM,SACHEEROME,SACHEEROME LIMITED,       426.60,       421.00,       425.00,       415.15,       420.10,                 15519000.00,36900, ,       517.00,       186.00
N,SM,SADHAV,SADHAV SHIPPING LIMITED,       113.85,       110.60,       111.50,       109.10,       111.25,                   728550.00,6600, ,       128.85,        86.30
N,SM,SAFEENTP,SAFE ENTER RETAIL FIX LTD,       252.00,       252.00,       268.00,       252.00,       265.30,                 61560900.00,241000, ,       319.00,       175.00
N,SM,SAHAJSOLAR,SAHAJ SOLAR LIMITED,        96.70,        97.00,       102.65,        96.80,       100.25,                  4515000.00,45200, ,       266.15,        91.00
N,SM,SAHANA,SAHANA SYSTEM LIMITED,       915.85,       913.05,       931.00,       910.05,       916.90,                  4702537.50,5100, ,      1256.00,       685.00
N,ST,SAHASRA,SAHASRA ELECTRONIC SOLU L,       312.75,       306.25,       312.00,       306.20,       308.00,                  4691040.00,15200, ,       373.00,       188.35
N,SM,SAIFL,SAMEERA AGRO AND INFRA L,         4.70,         4.70,         4.85,         4.65,         4.85,                   816600.00,172000, ,        26.80,         4.55
N,SM,SANGANI,SANGANI HOSPITALS LIMITED,        52.50,        52.50,        55.10,        52.50,        54.60,                   732825.00,13500, ,        77.00,        37.00
N,SM,SARTELE,SAR TELEVENTURE LIMITED,        90.30,        90.30,        92.00,        88.95,        89.85,                  9380450.00,104000, ,       264.85,        88.95
N,SM,SAROJA,SAROJA PHARMA INDUS IND L,        40.95,        38.95,        38.95,        38.95,        38.95,                   124640.00,3200, ,        51.75,        28.00
N,SM,SATKARTAR,SAT KARTAR LIFE LIMITED,       116.90,       117.80,       122.00,       116.10,       121.70,                  2861800.00,24000, ,       219.80,       112.00
N,SM,SSEGL,SATHLOKHAR SYN E&C GLOB L,       398.95,       394.00,       412.00,       384.50,       406.35,                 17348600.00,43600, ,       580.00,       283.00
N,ST,SATIPOLY,SATI POLY PLAST LIMITED,        39.00,        37.10,        37.10,        37.05,        37.05,                    37075.00,1000, ,        82.00,        27.15
N,SM,SATTVAENGG,SATTVA ENGINEERING CSTN L,        61.75,        63.95,        63.95,        62.00,        62.00,                   501680.00,8000, ,       118.90,        43.50
N,SM,SAVY,SAVY INFRA AND LOGI LTD,       136.70,       133.00,       135.00,       133.00,       135.00,                  3697800.00,27600, ,       191.00,       108.00
N,SM,SAWALIYA,SAWALIYA FOOD PRODUCTS L,       158.00,       158.00,       160.00,       142.20,       143.25,                  6102180.00,42000, ,       351.00,       137.70
N,SM,SELLOWRAP,SELLOWRAP INDUSTRIES LTD,        66.95,        66.50,        66.50,        66.50,        66.50,                   106400.00,1600, ,       118.55,        62.10
N,SM,SERVICE,SERVICE CARE LIMITED,        70.05,        66.75,        71.35,        66.75,        70.30,                  2356600.00,34000, ,        73.00,        39.20
N,SM,SCML,SHARP CHUCKS N MACHINES L,        86.00,        81.60,        84.90,        81.60,        83.95,                  6094700.00,73000, ,       159.50,        68.05
N,SM,SHEETAL,SHEETAL UNIVERSAL LIMITED,       339.00,       333.00,       340.90,       332.00,       333.75,                  3688675.00,11000, ,       352.00,       114.00
N,SM,SHERA,SHERA ENERGY LIMITED,       174.65,       174.75,       177.00,       174.75,       176.30,                  1409900.00,8000, ,       188.90,        94.95
N,SM,SHIGAN,SHIGAN QUANTUM TECH LTD,        71.00,        71.10,        71.10,        71.10,        71.10,                   106650.00,1500, ,        88.00,        41.20
N,SM,SPCL,SHIVALIC POWER CONTROL L,        60.95,        60.95,        60.95,        60.60,        60.70,                   474210.00,7800, ,       123.40,        58.95
N,SM,SHIVASHRIT,SHIVASHRIT FOODS LIMITED,       120.00,       120.55,       120.95,       120.55,       120.95,                   241500.00,2000, ,       148.50,        96.00
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,       399.45,       398.00,       408.00,       382.00,       395.00,                  1254765.00,3150, ,       712.00,       317.10
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,        58.50,        58.50,        60.15,        58.50,        59.00,                   177650.00,3000, ,       123.95,        50.10
N,SM,TIRUPATI,SHREE TIRUPATI BALAJEE,       325.00,       310.00,       310.00,       310.00,       310.00,                    38750.00,125, ,       893.00,       310.00
N,ST,SHREEDHAR,SHREEDHAR SPINNERS LTD,       109.30,       108.20,       112.15,       108.20,       111.20,                  3258000.00,30000, ,       128.00,        54.40
N,SM,SHETHJI,SHREEJI GLOBAL FMCG LTD,       183.00,       190.00,       190.00,       185.35,       186.55,                 13418050.00,72000, ,       190.00,        95.50
N,ST,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,       462.50,       462.50,       485.60,       462.50,       485.60,                  7513920.00,15600, ,       502.90,       208.55
N,SM,SHKSIL,SHRI HARE-KRI SPO IRON L,        32.25,        32.00,        34.85,        31.50,        33.80,                   402300.00,12000, ,        78.35,        30.20
N,SM,SHRIKANHA,SHRI KANHA STAINLESS LTD,        21.30,        21.50,        22.30,        21.50,        22.25,                   569040.00,25600, ,        88.00,        15.10
N,SM,SHRITECH,SHRI TECHTEX LIMITED,        60.95,        64.00,        70.10,        59.55,        59.55,                  1665800.00,26000, ,        77.50,        51.35
N,SM,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,        19.45,        18.50,        18.50,        18.50,        18.50,                    18500.00,1000, ,        40.00,        13.75
N,SM,SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L,       340.00,       342.30,       347.50,       325.00,       347.50,                  2432340.00,7200, ,       475.00,       274.00
N,ST,SHYAMDHANI,SHYAM DHANI INDUSTRIES L,        52.40,        53.25,        53.30,        52.95,        52.95,                   319000.00,6000, ,       139.65,        47.00
N,SM,SIDDHICOTS,SIDDHI COTSPIN LIMITED,        27.50,        26.70,        27.00,        26.70,        26.75,                   417720.00,15600, ,        86.40,        26.50
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,       215.00,       215.05,       215.40,       215.05,       215.40,                   752900.00,3500, ,       250.00,       180.65
N,SM,SILKFLEX,SILKFLEX POLYMERS INDIA L,       249.10,       256.00,       261.55,       245.25,       261.55,                  6448350.00,25000, ,       261.55,        76.00
N,SM,SILKY,SILKY OVERSEAS LIMITED,        68.80,        70.40,        70.40,        65.40,        69.40,                   812960.00,12000, ,       164.40,        62.00
N,ST,SIMCA,SIMCA ADVERTISING LIMITED,       258.50,       258.50,       258.50,       257.50,       258.00,                  1238700.00,4800, ,       291.00,       132.00
N,SM,SKP,SKP BEARING INDUSTRI. LTD,       150.15,       150.05,       151.30,       148.10,       148.10,                 10278000.00,68500, ,       238.00,       137.00
N,ST,SKYTECH,SKYTECH INFINITE PLATFM L,        49.25,        46.80,        46.80,        46.80,        46.80,                    74880.00,1600, ,        74.00,        46.80
N,ST,SLONE,SLONE INFOSYSTEMS LIMITED,       170.50,       169.00,       177.45,       168.00,       174.20,                  1250220.00,7200, ,       371.45,       110.00
N,SM,SNEHAA,SNEHAA ORGANICS LIMITED,        46.00,        46.00,        46.00,        46.00,        46.00,                    46000.00,1000, ,       122.00,        35.50
N,SM,BALCO,SOLVE PLASTIC PRODUCTS L,        19.40,        18.50,        18.50,        18.45,        18.45,                    44340.00,2400, ,        31.85,        13.40
N,SM,SONAMAC,SONA MACHINERY LIMITED,        32.50,        32.50,        32.50,        32.50,        32.50,                    32500.00,1000, ,        88.00,        27.10
N,ST,SONUINFRA,SONU INFRATECH LIMITED,        38.45,        40.20,        40.35,        40.20,        40.35,                   725175.00,18000, ,       114.80,        33.30
N,SM,SPEB,SPEB ADHESIVES LIMITED,        91.55,        92.00,        92.00,        92.00,        92.00,                   184000.00,2000, ,        98.25,        46.55
N,SM,SPECTSTM,SPECTRUM TALENT MGMT LTD,        58.05,        58.00,        58.55,        58.00,        58.45,                   883160.00,15200, ,       119.00,        50.75
N,SM,SPUNWEB,SPUNWEB NONWOVEN LIMITED,       101.00,       101.05,       101.05,       101.05,       101.05,                   121260.00,1200, ,       173.55,        80.00
N,ST,SSFL,SRIVARI SPICES N FOODS L,       265.00,       265.00,       269.00,       253.00,       253.00,                  1165500.00,4500, ,       295.10,        86.00
N,ST,SRIVASAVI,SRIVASAVI ADHESIVE TAPE L,        72.10,        72.40,        73.90,        72.00,        73.80,                  1813250.00,25000, ,        98.00,        39.00
N,SM,STRIDERS,STRIDERS IMPEX LIMITED,        61.50,        62.00,        62.00,        62.00,        62.00,                  3670400.00,59200, ,        82.00,        49.00
N,SM,STUDIOLSD,STUDIO LSD LIMITED,         9.10,         9.20,         9.25,         9.15,         9.25,                   165900.00,18000, ,        33.45,         7.15
N,SM,SUBAHOTELS,SUBA HOTELS LIMITED,        99.40,       101.00,       102.75,        99.20,       102.35,                  2535060.00,25200, ,       200.00,        95.05
N,ST,SUMAX,SUMAX ENGINEERING LIMITED,       101.00,       111.00,       116.00,       107.00,       110.45,                305001960.00,2726400, ,       116.00,       107.00
N,SM,SOCL,SUNDREX OIL COMPANY LTD,        29.30,        28.25,        29.00,        28.10,        29.00,                   182880.00,6400, ,        68.80,        23.65
N,SM,SEL,SUNGARNER ENERGIES LTD,       305.00,       299.00,       300.55,       299.00,       299.90,                   778620.00,2600, ,       324.00,       115.25
N,SM,SUNLITE,SUNLITE RECYCLING IND LTD,       555.45,       551.00,       555.60,       538.75,       550.00,                  6397920.00,11700, ,       583.55,       148.95
N,SM,SUNREST,SUNREST LIFESCIENCE LTD,        36.50,        35.00,        35.00,        35.00,        35.00,                   168000.00,4800, ,        54.00,        29.55
N,SM,SUNTECH,SUNTECH INFRA SOLUTIONS L,        45.10,        45.50,        48.00,        43.50,        43.85,                   870160.00,19200, ,        69.90,        28.70
N,SM,SFML,SUPREME FACILITY MGMT LTD,        23.00,        20.95,        21.95,        20.95,        21.65,                   136480.00,6400, ,        43.50,        16.50
N,SM,SUPREMEPWR,SUPREME POWER EQUIPMENT L,       216.20,       214.20,       219.00,       213.00,       214.75,                  5197375.00,24000, ,       291.35,       130.55
N,SM,SURANI,SURANI STEEL TUBES LTD.,       100.00,       100.00,       103.30,       100.00,       103.10,                   387910.00,3800, ,       143.60,        47.30
N,ST,SWASTIK,SWASTIK PIPE LIMITED,        21.00,        21.00,        21.45,        20.00,        20.00,                   195840.00,9600, ,        36.95,        12.50
N,ST,SYNOPTICS,SYNOPTICS TECHNOLOGIES L,        52.05,        49.45,        49.45,        49.45,        49.45,                    29670.00,600, ,       112.35,        39.65
N,SM,SYSTANGO,SYSTANGO TECHNOLOGIES LTD,       220.10,       219.40,       239.00,       217.45,       232.25,                  8320820.00,36000, ,       411.00,       202.55
N,ST,TAC,TAC INFOSEC LIMITED,       406.70,       406.05,       427.00,       403.00,       427.00,                 18929800.00,45400, ,      1420.00,       347.40
N,ST,TANKUP,TANKUP ENGINEERS LIMITED,      1501.80,      1565.00,      1576.85,      1565.00,      1576.85,                  3532112.50,2250, ,      1576.85,       319.95
N,SM,TAPIFRUIT,TAPI FRUIT PROCESSING LTD,        49.00,        49.00,        49.00,        49.00,        49.00,                    73500.00,1500, ,       104.80,        45.10
N,ST,TAURIAN,TAURIAN MPS LIMITED,       523.80,       530.00,       545.25,       497.65,       509.60,                 26458480.00,51200, ,       545.25,       192.00
N,SM,TBI,TBI CORN LIMITED,        69.20,        71.95,        73.00,        69.00,        71.15,                  5058390.00,70800, ,       105.85,        55.00
N,ST,TEAMTECH,TEAMTECH FORMWORK SOL LTD,       136.50,       136.00,       141.00,       134.00,       141.00,                  4968100.00,36000, ,       143.80,        68.25
N,SM,TECHD,TECHD CYBERSECURITY LTD,       549.00,       551.00,       551.00,       522.00,       535.70,                 10140810.00,18900, ,       843.60,       360.00
N,SM,TECHERA,TECHERA ENGINEER (IND) L,       169.75,       168.60,       170.00,       166.00,       166.95,                  2284840.00,13600, ,       325.70,       127.55
N,ST,TGL,TEERTH GOPICON LIMITED,        17.90,        18.50,        18.75,        17.90,        18.75,                  1140550.00,61200, ,        91.80,        14.10
N,SM,TEJA,TEJA ENGINEERING IND L,       234.05,       239.90,       239.90,       225.00,       238.05,                 18980880.00,81000, ,       775.00,       209.80
N,SM,TEJASCARGO,TEJAS CARGO INDIA LIMITED,       405.00,       405.00,       405.00,       405.00,       405.00,                   162000.00,400, ,       435.85,       251.00
N,SM,TCL,THAAI CASTING LIMITED,       128.50,       123.55,       129.00,       123.10,       125.70,                  2415360.00,19200, ,       147.45,        74.05
N,ST,THESL,THINKING HATS ENTER SOL L,        17.85,        17.05,        17.05,        17.00,        17.00,                   153150.00,9000, ,        43.50,        11.40
N,SM,TRANSTEEL,TRANSTEEL SEATING TECH L,        73.50,        73.50,        76.90,        73.50,        75.20,                 12921100.00,172000, ,       169.00,        71.15
N,SM,TECHLABS,TRIDENT TECHLABS LIMITED,       114.95,       115.00,       117.80,       112.00,       117.65,                  1323187.50,11500, ,       660.00,       105.00
N,ST,TRIDHYA,TRIDHYA TECH LIMITED,         7.90,         7.55,         7.55,         7.55,         7.55,                    45300.00,6000, ,        19.95,         6.30
N,SM,TROM,TROM INDUSTRIES LIMITED,        56.85,        56.80,        58.00,        56.50,        58.00,                   341820.00,6000, ,       109.80,        42.90
N,SM,TRUST,TRUST FINTECH LIMITED,        32.65,        30.50,        33.00,        30.40,        32.85,                   324900.00,10200, ,        77.00,        23.80
N,ST,TSC,TSC INDIA LIMITED,        43.00,        43.00,        43.00,        41.05,        41.05,                   499900.00,12000, ,        71.00,        25.25
N,SM,TUNWAL,TUNWAL E-MOTORS LIMITED,        25.15,        25.30,        25.50,        25.00,        25.10,                  1006300.00,40000, ,        49.80,        25.00
N,SM,UMA,UMA CONVERTER LIMITED,        18.15,        17.55,        17.55,        17.55,        17.55,                    70200.00,4000, ,        24.50,        14.40
N,SM,UNIHEALTH,UNIHEALTH HOSPITALS LTD,       720.00,       695.00,       720.00,       670.00,       717.60,                  8113225.00,11500, ,       820.00,       133.65
N,SM,UNILEX,UNILEX COLOURS AND CHEM L,        26.00,        26.50,        26.50,        26.50,        26.50,                  1780800.00,67200, ,        48.60,        20.05
G,ST,UHTL,UNITED HEAT TRANSFER LTD,       149.35,       152.30,       152.30,       152.30,       152.30,                  5178200.00,34000, ,       152.30,        44.00
N,SM,USASEEDS,UPSURGE SEEDS OF AGRI LTD,        98.35,        93.45,        93.45,        93.45,        93.45,                    39996.60,428, ,       282.65,        76.50
N,SM,URBAN,URBAN ENVIRO WASTE MGMT L,       121.60,       121.60,       124.50,       120.05,       121.35,                  1362840.00,11200, ,       193.20,       114.00
N,SM,USHAFIN,USHA FINANCIAL SERVICES L,        48.40,        48.40,        49.45,        48.40,        49.40,                  2197120.00,44800, ,        51.70,        26.75
N,SM,UTKAL,UTKAL SPEC INDUS INDIA L,        47.00,        46.90,        46.90,        44.65,        44.70,                   808900.00,18000, ,        66.00,        22.60
N,ST,UTSSAV,UTSSAV CZ GOLD JEWELS LTD,       437.00,       439.00,       450.00,       439.00,       445.00,                  3998340.00,9000, ,       568.00,       160.05
N,SM,VMARCIND,V MARC INDIA LIMITED,       340.95,       335.05,       350.90,       318.00,       321.05,                162669150.00,489000, ,      1708.00,       248.00
N,SM,VR,V R INFRASPACE LIMITED,       108.10,       104.00,       104.00,       104.00,       104.00,                    41600.00,400, ,       222.00,        98.00
N,SM,VALUE360,VALUE 360 COMMUNICATION L,        70.00,        74.90,        74.90,        74.90,        74.90,                    89880.00,1200, ,        91.00,        67.35
