MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AXITA COTTON LIMITED,         7.96,         8.07,         8.08,         7.97,         7.97,                  5352406.53,668683,N, ,791,        13.42,         6.57
N,AXTEL INDUSTRIES LTD.,       397.65,       395.00,       398.50,       392.00,       396.75,                   730041.35,1840,N, ,109,       424.95,       385.00
N,AYE FINANCE LIMITED,       171.70,       171.00,       172.74,       168.28,       171.34,                301504303.48,1770200,N, ,17906,       197.29,        88.22
N,AYM SYNTEX LIMITED,       294.20,       294.20,       318.80,       288.00,       312.50,                186974280.70,601939,N, ,17101,       318.80,       141.53
N,AZAD ENGINEERING LIMITED,      2844.30,      2820.10,      2853.50,      2754.90,      2785.80,                709156129.50,254104,N, ,22856,      2986.60,      1360.00
N,AZAD INDIA MOBILITY LTD.,        90.37,        91.99,        91.99,        88.15,        89.09,                  1756038.03,19649,N, ,441,        98.99,        72.97
N,BABA FOOD PROCESSING,        22.10,        21.60,        21.60,        21.60,        21.60,                    34560.00,1600,N, ,1,        42.45,        17.65
N,B.A.G.CONVERGENCE LIMITED,       108.70,       106.00,       106.00,       106.00,       106.00,                   169600.00,1600,N, ,1,       139.00,        95.75
N,B.A.G FILMS AND MEDIA LTD,         4.36,         4.32,         4.47,         4.30,         4.32,                   371722.62,85276,N, ,168,         8.00,         3.61
N,BAGMANE PRIME OFFICE REIT,       105.95,       106.49,       106.60,       105.73,       106.13,                 95759549.79,901651,N, ,15059,       110.46,       102.25
N,BAHETI RECYCLING IND LTD,       843.30,       848.90,       848.90,       835.05,       840.90,                  9163650.00,10875,N, ,27,       875.00,       478.00
N,BAID FINSERV LIMITED,        10.15,        10.15,        10.16,         9.93,         9.99,                   184910.19,18429,N, ,105,        12.98,         8.80
N,BAJAJ CONSUMER CARE LTD,       471.95,       472.00,       498.00,       465.60,       484.55,               1177149439.10,2420197,N, ,47934,       692.00,       220.10
N,BAJAJ ELECT.LTD,       325.85,       322.60,       327.00,       320.10,       323.60,                 32461014.10,100313,N, ,4345,       653.80,       301.00
N,BAJAJ HEALTHCARE LIMITED,       329.00,       330.95,       332.00,       325.85,       329.00,                 14415454.65,43921,N, ,1740,       515.90,       272.35
N,BAJAJ HOUSING FINANCE LTD,        82.85,        82.82,        83.06,        81.71,        82.78,                187794215.93,2276868,N, ,23064,       117.00,        72.65
N,BAJAJ HINDUSTHAN SUGAR LT,        21.92,        21.84,        22.33,        21.57,        21.84,                632895810.35,28951286,N, ,31824,        26.00,        14.85
N,INDEF MANUFACTURING LTD,       224.51,       224.48,       226.60,       220.51,       221.34,                  2248126.12,10094,N, ,296,       442.60,       207.25
N,BAJAJ STEEL INDS. LTD.,       351.55,       355.00,       355.00,       347.00,       352.00,                  1828707.75,5216,N, ,237,       507.80,       343.00
N,BAJEL PROJECTS LIMITED,       186.17,       186.90,       187.94,       183.99,       185.30,                 18699459.45,100603,N, ,1969,       226.69,       135.10
N,SHREE TIRUPATI BALAJEE L,        26.06,        26.27,        26.44,        25.81,        26.25,                   437066.22,16711,N, ,161,        59.90,        21.10
N,BALAJI PHOSPHATES LIMITED,       108.25,       114.80,       120.10,       110.00,       116.00,                 15273600.00,130000,N, ,104,       184.70,        78.80
N,BALAJI TELEFILMS LIMITED.,        92.26,        90.92,        92.57,        89.96,        91.09,                 12156266.43,133306,N, ,1986,       141.32,        69.52
N,BALAJI AMINES LIMITED,      2409.70,      2415.20,      2506.00,      2371.50,      2390.10,               1112930754.70,455466,N, ,44528,      2506.00,       968.10
N,BALAXI PHARMA LTD,        22.77,        22.45,        25.04,        22.45,        25.01,                  7501353.13,302797,N, ,834,        47.87,        15.20
N,SOLVE PLASTIC PRODUCTS L,        19.40,        18.50,        18.50,        18.45,        18.45,                    44340.00,2400,N, ,2,        31.85,        13.40
N,BALKRISHNA PAPER MILLS L,        16.97,        17.29,        17.29,        16.50,        16.70,                    66313.63,3958,N, ,49,        25.97,        12.00
N,BALKRISHNA IND. LTD,      2331.80,      2310.20,      2338.50,      2273.00,      2329.10,                792291453.90,343301,N, ,30540,      2775.00,      1970.00
N,BALMER LAWRIE & CO LTD,       176.13,       174.51,       176.94,       173.91,       176.06,                 17180908.03,97753,N, ,1884,       238.20,       148.36
N,BAL PHARMA LTD.,        85.45,        84.10,        88.88,        84.10,        85.65,                  1267869.49,14659,N, ,247,        98.85,        60.00
N,BALRAMPUR CHINI MILLS LTD,       668.85,       667.20,       675.00,       638.60,       669.75,               2641001827.80,4012425,N, ,73423,       780.95,       393.55
N,BALU FORGE INDUSTRIES LTD,       621.90,       618.05,       628.25,       574.10,       578.40,               1380613144.00,2344406,N, ,40756,       697.00,       341.05
N,BANARAS BEADS LTD,       116.40,       113.20,       117.50,       113.20,       114.15,                    40789.69,355,N, ,43,       164.70,        96.05
N,BANNARI AMMAN SUGARS LTD,      3766.20,      3769.10,      3897.90,      3768.00,      3864.80,                  8230769.30,2140,N, ,453,      4338.00,      3105.20
N,BANCO PRODUCTS (I) LTD,       620.15,       620.10,       621.00,       610.15,       613.60,                 50104701.35,81619,N, ,6678,       879.80,       502.00
N,BANDHAN BANK LIMITED,       162.90,       161.00,       162.32,       159.24,       161.52,               1029111113.19,6396488,N, ,41284,       220.76,       134.25
N,BANG OVERSEAS LTD.,        34.27,        34.70,        34.70,        33.11,        33.49,                   953548.54,28337,N, ,286,        62.07,        25.84
N,BANKA BIOLOO LIMITED,        78.75,        79.75,        79.75,        77.20,        77.20,                    83712.21,1069,N, ,29,        97.88,        41.00
N,BANK OF INDIA,       142.35,       141.50,       143.36,       140.23,       143.10,                728010225.53,5132803,N, ,29164,       178.36,       110.68
N,BANSAL WIRE INDUSTRIES L,       319.75,       316.10,       321.60,       316.10,       319.75,                 12534331.15,39275,N, ,2848,       374.00,       222.50
N,BANSWARA SYNTEX LIMITED,       115.54,       115.80,       119.70,       114.65,       118.99,                  4947227.08,41871,N, ,519,       144.00,        93.73
N,BARFLEX POLYFILMS LIMITED,        58.25,        60.00,        60.00,        60.00,        60.00,                   120000.00,2000,N, ,1,        82.40,        50.05
N,BASF INDIA LTD,      3760.80,      3742.00,      3845.90,      3728.00,      3811.00,                 58325307.30,15322,N, ,4351,      4829.90,      3122.20
N,BASILIC FLY STUDIO LTD,       195.00,       191.00,       195.20,       190.25,       192.05,                   980220.00,5100,N, ,16,       509.80,       164.00
N,BATA INDIA LTD,       677.35,       677.50,       677.95,       666.85,       670.45,                 58397600.95,87033,N, ,6924,      1282.50,       605.00
N,BATLIBOI LTD.,        85.10,        85.10,        94.97,        85.10,        93.57,                 11271518.36,122105,N, ,1782,       106.50,        71.21
N,BAYER CROPSCIENCE LTD,      3987.60,      3987.60,      3994.90,      3935.00,      3979.50,                 66765099.10,16833,N, ,3600,      5489.00,      3935.00
N,BHARAT BIJLEE LTD,      2319.20,      2322.80,      2328.50,      2278.60,      2288.20,                 42692452.90,18647,N, ,1935,      3411.00,      2051.70
N,BLACK BOX LIMITED,       719.95,       722.00,       728.00,       709.15,       725.20,                149741038.90,207783,N, ,11461,      1103.00,       435.05
N,BOMBAY BURMAH TRADING COR,      1539.00,      1524.10,      1538.30,      1490.20,      1492.70,                115856068.80,76820,N, ,6732,      2135.00,      1314.60
N,B&B TRIPLEWALL CONT LTD,       220.62,       222.15,       229.69,       217.78,       223.45,                  2052325.32,9290,N, ,451,       262.00,       156.00
N,BRIGHTCOM GROUP LIMITED,         9.00,         9.01,         9.02,         8.90,         8.92,                 28559003.52,3198107,N, ,3293,        13.10,         7.70
N,BCL INDUSTRIES LIMITED,        36.19,        36.39,        36.72,        35.97,        36.07,                 17160466.04,473912,N, ,3313,        44.90,        25.53
N,BRAND CONCEPTS LIMITED,       162.75,       158.57,       168.80,       158.57,       165.27,                  1223305.57,7512,N, ,441,       449.00,       152.84
N,BCPL RAILWAY INFRA LTD,        68.58,        68.58,        68.99,        67.15,        67.85,                   292753.04,4322,N, ,234,        92.00,        60.00
N,BHARAT DYNAMICS LIMITED,      1250.00,      1242.10,      1258.00,      1231.00,      1253.70,                719270840.40,578257,N, ,25948,      1654.00,      1086.00
N,BEACON TRUSTEESHIP LTD,        85.15,        87.00,        87.00,        82.15,        86.65,                   426800.00,5000,N, ,5,       124.80,        50.00
N,BEARDSELL LIMITED,        25.79,        25.70,        26.40,        24.75,        24.94,                   567314.83,22548,N, ,395,        38.60,        20.02
N,MRS BECTORS FOOD SPE LTD,       227.75,       228.00,       229.80,       222.14,       228.31,                217113131.81,963048,N, ,22403,      1495.00,       165.00
N,BEDMUTHA INDUST LTD,       106.61,       107.50,       108.00,       105.39,       107.96,                   395087.34,3679,N, ,67,       154.90,        94.55
N,BEEKAY STEEL INDS. LTD.,       396.85,       390.20,       413.95,       390.20,       404.30,                  1518388.15,3760,N, ,156,       471.85,       355.05
N,BELLA CASA FASH AND RET L,       248.58,       248.15,       253.00,       240.00,       242.90,                  2006459.40,8193,N, ,396,       497.35,       214.68
N,BELRISE INDUSTRIES LTD,       230.73,       229.20,       235.00,       227.74,       234.31,                832044885.29,3569979,N, ,38938,       268.20,       135.16
N,BEML LIMITED,      1970.20,      1973.80,      2047.80,      1955.10,      2032.40,               1945027835.20,966324,N, ,61260,      4551.50,      1355.00
N,BENARES HOTELS LTD.,     10312.00,     10201.00,     10300.00,     10008.00,     10155.00,                   450168.00,44,N, ,17,     10500.00,      9965.00
N,BENGAL & ASSAM CO. LTD.,      6661.50,      6630.00,      6688.50,      6263.00,      6474.00,                  2199447.00,336,N, ,150,      7268.00,      5845.85
N,BHANSALI ENG. POLYMERS LT,       127.16,       127.16,       129.20,       125.00,       127.29,                187212451.08,1468903,N, ,13165,       138.50,        74.20
N,BERGER PAINTS (I) LTD,       490.85,       488.80,       489.90,       478.75,       488.05,                109558562.75,225836,N, ,14152,       594.55,       391.10
N,BEST AGROLIFE LIMITED,        17.11,        18.40,        18.82,        18.00,        18.82,                 40577198.04,2169874,N, ,2195,       464.15,        12.30
N,BETA DRUGS LIMITED,      2206.80,      2208.50,      2208.50,      2076.00,      2137.00,                 94428139.00,44647,N, ,6467,      2807.90,       990.10
N,BEW ENGINEERING LIMITED,        48.30,        48.50,        49.25,        48.00,        48.50,                   952850.00,19500,N, ,23,       159.30,        47.95
