MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y,Nifty GS 8 13Yr,      3040.76,      3041.32,      3041.33,      3034.06,      3036.32,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 10Yr,      2660.72,      2661.23,      2661.23,      2654.48,      2657.48,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 10Yr Cln,       867.56,       867.56,       867.56,       865.31,       866.31,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 4 8Yr,      3332.35,      3332.95,      3333.68,      3329.56,      3333.20,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 11 15Yr,      3371.98,      3372.62,      3372.64,      3362.96,      3367.18,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 15YrPlus,      3539.87,      3540.60,      3540.60,      3525.26,      3528.07,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS Compsite,      3131.78,      3132.38,      3132.38,      3125.33,      3127.62,0.00,0,Y, ,0,         0.00,         0.00
Y,NIFTY HEALTHCARE,     16669.85,     16580.95,     16661.35,     16547.50,     16629.10,0.00,0,Y, ,0,     16941.70,     13536.50
Y,NIFTY CONSR DURBL,     39864.90,     39562.70,     39768.55,     39192.50,     39741.65,0.00,0,Y, ,0,     40964.55,     32587.95
Y,NIFTY OIL AND GAS,     11142.30,     11080.65,     11182.45,     11025.60,     11178.85,0.00,0,Y, ,0,     12445.70,     10580.95
Y,NIFTY500 MULTICAP,     16593.35,     16489.30,     16511.65,     16393.15,     16506.35,0.00,0,Y, ,0,     16847.15,     14102.20
Y,NIFTY LARGEMID250,     16729.70,     16621.30,     16642.75,     16518.00,     16641.45,0.00,0,Y, ,0,     17077.75,     14445.65
Y,NIFTY MID SELECT,     14813.35,     14715.45,     14719.95,     14551.90,     14663.65,0.00,0,Y, ,0,     15089.75,     12046.20
Y,NIFTY TOTAL MKT,     13190.25,     13100.10,     13125.70,     13032.60,     13123.55,0.00,0,Y, ,0,     13548.00,     11436.55
Y,NIFTY MICROCAP250,     26284.80,     26187.50,     26206.60,     26006.65,     26130.25,0.00,0,Y, ,0,     26612.50,     18858.50
Y,NIFTY IND DIGITAL,      8867.30,      8802.05,      8809.35,      8704.35,      8802.20,0.00,0,Y, ,0,      9723.25,      7233.65
Y,Nifty Tata 25 Cap,     14421.40,     14294.20,     14371.85,     14184.30,     14371.85,0.00,0,Y, ,0,     15588.85,     13218.65
Y,Nifty MidSml Hlth,     52155.25,     52018.25,     52132.30,     51729.30,     52075.20,0.00,0,Y, ,0,     53040.55,     40352.90
Y,Nifty Multi Mfg,     16945.60,     16831.70,     16839.30,     16687.80,     16808.95,0.00,0,Y, ,0,     17180.30,     14148.20
Y,Nifty Multi Infra,     14433.60,     14357.85,     14407.85,     14270.50,     14403.40,0.00,0,Y, ,0,     14885.80,     12542.85
Y,BHARATBOND-APR30,      1607.32,      1607.64,      1607.96,      1607.64,      1607.96,0.00,0,Y, ,0,         0.00,         0.00
Y,BHARATBOND-APR31,      1457.38,      1457.67,      1457.68,      1457.67,      1457.68,0.00,0,Y, ,0,         0.00,         0.00
Y,BHARATBOND-APR32,      1321.98,      1322.23,      1322.24,      1322.23,      1322.24,0.00,0,Y, ,0,         0.00,         0.00
Y,BHARATBOND-APR33,      1280.75,      1281.00,      1281.01,      1281.00,      1281.01,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Ind Defence,      9647.65,      9598.20,      9623.50,      9497.80,      9621.35,0.00,0,Y, ,0,      9977.60,      7184.90
Y,Nifty Ind Tourism,      7814.65,      7753.45,      7794.95,      7666.50,      7792.10,0.00,0,Y, ,0,      9380.65,      6502.65
Y,Nifty Capital Mkt,      5391.00,      5356.30,      5378.30,      5295.00,      5352.60,0.00,0,Y, ,0,      5697.10,      4111.65
Y,Nifty500Momentm50,     55071.60,     54768.50,     54799.60,     54357.70,     54770.10,0.00,0,Y, ,0,         0.00,         0.00
Y,NiftyMS400 MQ 100,     51997.30,     51768.90,     51771.20,     51228.05,     51514.20,0.00,0,Y, ,0,         0.00,         0.00
Y,NiftySml250MQ 100,     48904.80,     48692.55,     48710.15,     48301.45,     48485.65,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Top 10 EW,      8661.55,      8594.70,      8623.15,      8559.75,      8609.95,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty AQL 30,     22877.05,     22723.05,     22737.85,     22542.45,     22698.20,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty AQLV 30,     20124.15,     19998.65,     20010.75,     19888.50,     20010.75,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty EV,      3297.65,      3272.65,      3275.70,      3216.85,      3243.25,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty HighBeta 50,      4408.00,      4375.10,      4402.25,      4330.20,      4400.15,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty New Consump,     12070.90,     11971.40,     12005.80,     11846.90,     12003.40,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Corp MAATR,     38592.55,     38304.30,     38561.45,     38024.10,     38558.90,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Low Vol 50,     24528.00,     24351.90,     24379.60,     24231.25,     24376.55,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Mobility,     23417.35,     23177.00,     23201.50,     22823.25,     23143.85,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Qlty LV 30,     16651.65,     16538.30,     16549.35,     16436.50,     16525.40,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Sml250 Q50,     25421.95,     25319.25,     25328.45,     25069.35,     25196.75,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Top 15 EW,      9768.35,      9686.20,      9705.10,      9646.25,      9696.85,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty100 Alpha 30,     17982.20,     17830.20,     17949.55,     17701.95,     17949.55,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty100 Enh ESG,      5027.60,      4985.35,      5000.40,      4957.50,      5000.40,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty200 Value 30,     14746.50,     14669.55,     14806.35,     14604.15,     14806.35,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 EW,     15000.80,     14932.20,     14934.90,     14812.75,     14925.25,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Multi MQ 50,     41801.60,     41602.00,     41604.25,     41207.80,     41484.85,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 Value 50,     15892.70,     15815.10,     15948.70,     15742.55,     15946.00,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Top 20 EW,      8880.50,      8801.60,      8830.75,      8767.80,      8830.75,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty CoreHousing,     15559.70,     15478.40,     15479.45,     15283.20,     15460.45,0.00,0,Y, ,0,     16610.25,     12788.20
Y,Nifty FinSerExBnk,     31930.55,     31695.35,     31817.35,     31411.45,     31814.50,0.00,0,Y, ,0,     33301.05,     26788.05
Y,Nifty Housing,     11768.00,     11689.40,     11749.75,     11631.30,     11749.75,0.00,0,Y, ,0,     12244.25,     10358.70
Y,Nifty IPO,      2381.55,      2377.50,      2385.85,      2362.30,      2383.05,0.00,0,Y, ,0,      2422.75,      1774.60
Y,Nifty MS Fin Serv,     22551.10,     22436.25,     22466.50,     22222.20,     22466.45,0.00,0,Y, ,0,     23193.65,     17785.60
Y,Nifty MS Ind Cons,     18636.80,     18520.75,     18540.40,     18324.40,     18539.55,0.00,0,Y, ,0,     20135.15,     15614.35
Y,Nifty MS IT Telcm,     10274.30,     10209.45,     10227.60,     10080.70,     10200.60,0.00,0,Y, ,0,     10591.60,      7748.35
Y,Nifty NonCyc Cons,     15158.85,     15040.00,     15093.35,     14959.10,     15093.35,0.00,0,Y, ,0,     16774.20,     13311.10
Y,Nifty Rural,     15214.80,     15107.30,     15112.70,     14980.65,     15112.70,0.00,0,Y, ,0,     16396.40,     13751.35
Y,Nifty Shariah 25,      8009.45,      7957.05,      7959.00,      7878.85,      7932.85,0.00,0,Y, ,0,      8562.10,      7196.60
Y,Nifty Trans Logis,     26136.65,     25873.75,     25902.25,     25434.70,     25783.60,0.00,0,Y, ,0,     27025.05,     21355.40
Y,Nifty50 Shariah,      4287.75,      4252.30,      4256.85,      4220.10,      4253.40,0.00,0,Y, ,0,      4982.45,      4082.25
Y,Nifty500 LMS Eql,     18598.45,     18493.10,     18505.05,     18371.30,     18497.00,0.00,0,Y, ,0,     18831.80,     15495.10
Y,Nifty500 Shariah,      7033.70,      6987.75,      6988.75,      6931.00,      6971.85,0.00,0,Y, ,0,      7291.95,      6162.95
Y,Nifty500 Qlty50,     19740.85,     19619.40,     19633.65,     19430.85,     19624.80,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 LowVol50,     22158.80,     22023.20,     22095.65,     21937.90,     22094.30,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 MQVLv50,     30397.15,     30267.75,     30413.40,     30116.50,     30404.60,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 Flexicap,     10082.65,     10010.20,     10012.15,      9897.15,      9944.95,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty TMMQ 50,     44650.60,     44409.50,     44424.35,     43966.65,     44316.95,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty FPI 150,      1562.40,      1550.35,      1555.65,      1542.60,      1555.65,0.00,0,Y, ,0,      1641.40,      1346.50
Y,Nifty SME Emerge,     14571.70,     14560.00,     14643.55,     14546.50,     14622.75,0.00,0,Y, ,0,     17223.65,     11015.55
Y,Nifty Internet,      1458.40,      1447.90,      1453.70,      1433.30,      1452.95,0.00,0,Y, ,0,      1501.90,      1056.45
Y,Nifty Chemicals,     30069.20,     29940.35,     30067.65,     29656.95,     30052.40,0.00,0,Y, ,0,     31895.45,     24851.65
Y,Nifty Waves,      1876.55,      1871.20,      1872.20,      1847.10,      1850.00,0.00,0,Y, ,0,      2789.80,      1581.05
Y,Nifty InfraLog,     11915.90,     11844.65,     11898.75,     11749.50,     11897.05,0.00,0,Y, ,0,     12549.95,      9210.40
Y,Nifty500 Health,     21696.55,     21607.85,     21683.30,     21549.60,     21655.80,0.00,0,Y, ,0,     21945.75,     16294.60
Y,Nifty RailwaysPSU,      2769.95,      2756.60,      2762.35,      2731.15,      2749.30,0.00,0,Y, ,0,      4005.50,      2731.15
Y,NiftyConglomerate,     15179.30,     15062.65,     15143.20,     14964.65,     15142.35,0.00,0,Y, ,0,     15692.30,     12226.80
Y,Nifty MidSmall 50 50,     20966.85,     20873.05,     20873.40,     20704.35,     20843.75,0.00,0,Y, ,0,     21223.00,     16874.30
Y,Nifty Cement,     14587.60,     14551.25,     14551.30,     14339.90,     14521.25,0.00,0,Y, ,0,     18188.60,     13534.80
Y,Nifty Smallcap 500,     20952.95,     20871.50,     20877.15,     20723.90,     20831.40,0.00,0,Y, ,0,     21145.65,     15960.20
Y,Nifty REITs Realty,      1928.55,      1921.45,      1931.35,      1907.15,      1929.00,0.00,0,Y, ,0,      2012.90,      1632.55
Y,India VIX,11.4925,11.4925,12.1125,10.5475,11.5925,0,0,Y, ,0,28.9075,8.7200
 , , , , , , , , , , , , , 
 , , , , , , , , , , , , , 
 ,NIFTY 50 Sec, , , , , , , , , , , , 
N,ADANI ENTERPRISES LIMITED,      2863.90,      2859.80,      2905.00,      2830.50,      2891.80,               4728768811.80,1642492,Y, ,80452,      3245.00,      1753.00
N,ADANI PORT & SEZ LTD,      1647.50,      1637.10,      1676.70,      1632.10,      1672.70,               3890790193.20,2338937,Y, ,71148,      1891.10,      1292.00
N,APOLLO HOSPITALS ENTER. L,      8755.00,      8680.00,      8746.50,      8640.00,      8719.00,               1471047435.00,169190,Y, ,24297,      9050.00,      6696.50
N,ASIAN PAINTS LIMITED,      2575.50,      2548.00,      2548.00,      2510.70,      2527.50,               1256810334.90,497889,Y, ,45493,      2985.70,      2115.00
N,AXIS BANK LIMITED,      1258.00,      1254.60,      1266.90,      1250.00,      1253.90,               8090023721.30,6437250,Y, ,163906,      1418.30,      1045.00
N,BAJAJ AUTO LIMITED,     12361.00,     12211.00,     12275.00,     11925.00,     12130.00,               4023885924.00,333619,Y, ,55750,     12470.00,      8491.50
N,BAJAJ FINSERV LTD.,      1972.00,      1951.50,      1990.00,      1939.20,      1990.00,               1437906210.10,730988,Y, ,30423,      2195.00,      1597.00
N,BAJAJ FINANCE LIMITED,      1053.90,      1044.20,      1061.00,      1034.80,      1055.90,               6523863818.20,6234288,Y, ,133068,      1176.40,       787.90
N,BHARAT ELECTRONICS LTD,       411.20,       407.50,       408.00,       402.90,       405.75,               4828694866.30,11919117,Y, ,175932,       473.45,       367.55
N,BHARTI AIRTEL LIMITED,      1877.20,      1869.00,      1873.00,      1854.90,      1862.80,               7696355020.70,4125938,Y, ,161986,      2174.50,      1740.50
N,CIPLA LTD,      1423.00,      1414.00,      1417.00,      1401.20,      1412.80,                815335088.40,578260,Y, ,34342,      1673.00,      1165.70
N,COAL INDIA LTD,       401.60,       408.20,       422.40,       406.50,       417.85,              14237413551.85,34130970,Y, ,271387,       491.25,       369.60
N,DR. REDDY S LABORATORIES,      1171.00,      1165.00,      1170.90,      1156.50,      1156.50,                566415813.40,486542,Y, ,30353,      1414.90,      1101.00
N,EICHER MOTORS LTD,      7970.00,      7860.00,      7893.00,      7507.50,      7711.50,               8521558103.00,1117588,Y, ,113006,      8230.00,      6085.00
N,ETERNAL LIMITED,       327.75,       325.50,       327.50,       320.30,       327.30,               6541082409.40,20138975,Y, ,145685,       368.45,       212.60
N,GRASIM INDUSTRIES LTD,      3305.00,      3292.00,      3298.30,      3235.50,      3294.90,               3545755225.40,1085964,Y, ,61538,      3411.10,      2502.50
N,HCL TECHNOLOGIES LTD,      1351.40,      1340.10,      1349.30,      1317.40,      1331.50,               3646172791.00,2739386,Y, ,74188,      1780.10,      1030.00
N,HDFC BANK LTD,       711.90,       702.30,       705.65,       700.00,       700.80,              25947121981.35,36950338,Y, ,475283,      1020.50,       698.50
N,HDFC LIFE INS CO LTD,       540.30,       538.00,       538.00,       532.05,       533.00,                597834902.85,1116864,Y, ,34775,       803.00,       530.50
N,HINDALCO  INDUSTRIES  LTD,      1014.40,      1004.00,      1011.20,       998.20,      1009.70,               1915002708.00,1902917,Y, ,65112,      1176.00,       702.40
N,HINDUSTAN UNILEVER LTD.,      1994.80,      1983.00,      1983.80,      1962.30,      1975.00,               2948008757.10,1497019,Y, ,60321,      2479.60,      1962.30
N,ICICI BANK LTD.,      1438.00,      1425.10,      1436.00,      1420.70,      1426.50,              12146450397.70,8515824,Y, ,148174,      1480.00,      1187.60
N,INTERGLOBE AVIATION LTD,      5052.00,      4957.00,      5020.00,      4908.50,      5020.00,               7111870961.50,1437991,Y, ,91643,      5970.00,      3895.20
N,INFOSYS LIMITED,      1156.00,      1137.70,      1147.80,      1118.60,      1140.00,               9720500603.10,8564358,Y, ,192466,      1728.00,       982.40
N,ITC LTD,       266.60,       266.00,       269.00,       262.80,       266.30,               3909106881.55,14643482,Y, ,244645,       427.00,       255.50
N,JIO FIN SERVICES LTD,       235.85,       234.00,       237.40,       232.30,       236.90,               3749640180.85,15926208,Y, ,88253,       321.60,       223.30
N,JSW STEEL LIMITED,      1313.50,      1308.10,      1309.80,      1299.40,      1306.00,               2036025220.80,1562597,Y, ,37710,      1351.00,      1026.10
N,KOTAK MAHINDRA BANK LTD,       425.00,       421.90,       425.75,       418.95,       423.50,               4230440348.45,10022695,Y, ,120517,      2266.00,       345.50
N,LARSEN & TOUBRO LTD.,      3980.10,      3966.00,      4002.30,      3956.70,      3981.00,               5205148125.60,1307081,Y, ,96121,      4440.00,      3288.10
N,MAHINDRA & MAHINDRA LTD,      3259.00,      3223.50,      3229.60,      3142.50,      3190.00,               9162469677.90,2883166,Y, ,162418,      3839.90,      2896.00
N,MARUTI SUZUKI INDIA LTD.,     12950.00,     12763.00,     12888.00,     12640.00,     12849.00,               7817012629.00,614156,Y, ,115523,     17370.00,     12201.00
N,MAX HEALTHCARE INS LTD,      1003.00,      1003.00,      1005.00,       987.20,       994.00,               1187041175.30,1195319,Y, ,53700,      1221.90,       903.00
N,NESTLE INDIA LIMITED,      1438.20,      1425.00,      1428.00,      1411.00,      1425.00,               1242707464.80,875020,Y, ,39110,      1553.00,      1145.00
N,NTPC LTD,       327.50,       324.00,       331.10,       321.00,       330.00,               3927701357.65,11993091,Y,XD,110755,       414.40,       315.55
N,OIL AND NATURAL GAS CORP.,       236.45,       237.60,       239.21,       235.64,       237.50,               3100658809.26,13073915,Y, ,102227,       307.50,       227.65
N,POWER GRID CORP. LTD.,       264.55,       264.00,       268.35,       262.40,       266.80,               2414978342.15,9068868,Y, ,69928,       324.95,       250.00
N,RELIANCE INDUSTRIES LTD,      1309.00,      1298.00,      1321.90,      1293.10,      1313.10,              17668058961.20,13497841,Y, ,196257,      1611.80,      1249.80
N,SBI LIFE INSURANCE CO LTD,      1739.30,      1730.00,      1738.40,      1716.00,      1719.90,               1158060561.10,671784,Y, ,34831,      2132.00,      1700.40
N,STATE BANK OF INDIA,      1034.50,      1026.00,      1035.30,      1017.30,      1020.90,              14155674464.20,13843678,Y, ,316338,      1234.70,       802.65
N,SHRIRAM FINANCE LIMITED,      1059.10,      1048.00,      1048.00,      1026.10,      1047.00,               6772146437.60,6535021,Y, ,268363,      1153.70,       578.60
N,SUN PHARMACEUTICAL IND L,      1929.00,      1910.00,      1948.50,      1910.00,      1931.70,               2404602172.20,1245419,Y, ,86157,      2046.90,      1548.00
N,TATA CONSUMER PRODUCT LTD,      1030.50,      1025.50,      1027.40,      1008.30,      1012.00,               1068613419.50,1052859,Y, ,42929,      1282.70,      1007.20
N,TATA STEEL LIMITED,       184.07,       182.50,       184.06,       181.44,       183.85,               3566169254.13,19496175,Y, ,164305,       224.40,       153.70
N,TATA CONSULTANCY SERV LT,      2369.00,      2347.90,      2363.00,      2303.50,      2348.00,               5922881120.10,2533005,Y, ,96240,      3350.00,      1976.80
N,TECH MAHINDRA LIMITED,      1638.00,      1630.00,      1637.20,      1604.50,      1623.00,               2438897122.60,1508528,Y, ,69222,      1854.00,      1304.10
N,TITAN COMPANY LIMITED,      5050.00,      4972.00,      5092.00,      4971.50,      5074.00,               4072048067.00,812660,Y, ,105525,      5186.70,      3303.10
N,TATA MOTORS PASS VEH LTD,       310.00,       307.70,       312.95,       305.65,       312.75,               2066999608.15,6667459,Y, ,74203,       421.55,       294.30
N,TRENT LTD,      2855.00,      2845.00,      2873.00,      2810.00,      2852.30,               2481956315.90,873641,Y, ,78702,      5674.00,      2680.00
N,ULTRATECH CEMENT LIMITED,     11400.00,     11350.00,     11398.00,     11180.00,     11393.00,               2576095014.00,228820,Y, ,40436,     13110.00,     10325.00
N,WIPRO LTD,       181.70,       180.00,       180.39,       176.80,       177.09,               2144279105.16,12056634,Y, ,101352,       273.10,       169.00
 , , , , , , , , , , , , , 
 ,NIFTY Next 50 Sec, , , , , , , , , , , , 
N,ABB INDIA LIMITED,      7396.00,      7348.50,      7447.50,      7258.00,      7447.50,               1201487131.50,163580,N, ,24294,      7924.50,      4637.50
N,ADANI ENERGY SOLUTION LTD,      1382.00,      1374.60,      1401.00,      1348.00,      1396.60,               5807448565.50,4214587,N, ,106245,      1789.00,       744.90
N,ADANI GREEN ENERGY LTD,      1265.00,      1244.00,      1303.00,      1236.40,      1296.00,               3375506061.40,2634560,N, ,68860,      1631.50,       765.00
N,ADANI POWER LTD,       204.36,       202.59,       207.70,       200.12,       207.70,               3727412771.46,18174608,N, ,95985,       723.00,       128.10
N,AMBUJA CEMENTS LTD,       402.20,       400.00,       402.70,       395.05,       402.70,                531274253.70,1330391,N, ,34675,       600.80,       394.00
N,BAJAJ HOLDINGS & INVS LTD,     11310.00,     11210.00,     11247.00,     11059.00,     11100.00,                360572551.00,32382,N, ,8476,     13880.00,      8588.00
N,BANK OF BARODA,       237.70,       237.50,       241.25,       235.84,       241.20,               2310822688.86,9638977,N, ,62387,       325.50,       231.72
N,BOSCH LIMITED,     48550.00,     47780.00,     48090.00,     46410.00,     47250.00,               2378650580.00,50832,N, ,20954,     50000.00,     28610.00
N,BHARAT PETROLEUM CORP  LT,       317.65,       312.10,       319.60,       312.10,       319.60,               2615931400.10,8277464,N, ,50371,       391.65,       266.60
N,BRITANNIA INDUSTRIES LTD,      5187.00,      5135.00,      5172.00,      5046.00,      5154.00,               1658400672.50,325672,N, ,36879,      6336.00,      5035.00
N,CANARA BANK,       125.60,       125.35,       126.99,       124.38,       126.30,               1665563644.19,13231733,N, ,64406,       162.89,       104.00
N,CG POWER AND IND SOL LTD,       885.50,       878.05,       881.40,       870.00,       877.75,               1805604384.80,2061765,N, ,62541,       980.90,       525.50
N,CHOLAMANDALAM IN & FIN CO,      1814.70,      1796.00,      1825.90,      1773.50,      1825.90,               1534951821.90,853169,N, ,51405,      1952.50,      1299.40
N,CUMMINS INDIA LTD,      5105.00,      5089.00,      5089.00,      5001.00,      5088.50,               1855481975.50,368600,N, ,39047,      6100.00,      3792.00
N,DIVI S LABORATORIES LTD,      9165.00,      9121.50,      9299.00,      9104.50,      9220.00,               3718760984.50,403619,N, ,48348,      9467.00,      5636.50
N,DLF LIMITED,       675.15,       666.00,       673.55,       651.30,       673.55,               2366825523.50,3578778,N, ,83213,       794.80,       489.40
N,AVENUE SUPERMARTS LIMITED,      3824.00,      3790.00,      3813.40,      3775.00,      3813.40,                774598504.50,204007,N, ,21307,      4949.50,      3529.00
N,SIEMENS ENERGY INDIA LTD,      3172.50,      3140.00,      3155.90,      3104.50,      3119.30,                768615439.00,245835,N, ,31144,      3968.00,      2115.00
N,GAIL (INDIA) LTD,       172.69,       172.60,       173.60,       171.02,       173.00,                961037860.08,5580510,N,XD,59418,       186.87,       134.36
N,GODREJ CONSUMER PRODUCTS,       905.00,       900.55,       905.00,       891.50,       905.00,               1005049474.85,1120078,N, ,32524,      1309.00,       891.10
N,HINDUSTAN AERONAUTICS LTD,      4807.60,      4785.00,      4793.50,      4707.00,      4780.00,               2493794982.80,525620,N, ,38580,      5149.90,      3479.10
N,HDFC AMC LIMITED,      2544.90,      2511.50,      2528.50,      2477.00,      2525.70,               2406151916.40,962353,N, ,67554,      5934.50,      2205.60
N,HINDUSTAN ZINC LIMITED,       597.00,       590.00,       592.90,       581.30,       588.40,               2345349963.70,3987561,N, ,57085,       733.00,       424.00
N,HYUNDAI MOTOR INDIA LTD,      2179.80,      2168.00,      2168.00,      2095.80,      2154.40,               2151717909.00,1012608,N, ,67601,      2890.00,      1658.00
N,THE INDIAN HOTELS CO. LTD,       718.00,       713.55,       727.70,       706.05,       727.70,               1169722522.10,1623631,N, ,42073,       792.55,       565.00
N,INDIAN OIL CORP LTD,       136.53,       135.00,       137.00,       134.35,       137.00,               1118360606.46,8229119,N, ,58634,       188.96,       130.22
N,INDIAN RAILWAY FIN CORP L,        82.50,        82.50,        82.50,        81.30,        82.48,                654778320.37,7977861,N, ,42786,       137.17,        81.30
N,JINDAL STEEL LIMITED,      1160.00,      1149.00,      1165.30,      1141.00,      1159.40,                816325299.80,706262,N, ,26974,      1306.20,       943.30
N,LODHA DEVELOPERS LIMITED,      1193.90,      1179.70,      1208.30,      1166.40,      1208.30,               1815186099.80,1532916,N, ,48538,      1344.95,       650.80
N,LTM LIMITED,      4625.00,      4587.20,      4611.00,      4489.00,      4588.00,                996983161.50,218038,N, ,26275,      6429.50,      3528.00
N,MAZAGON DOCK SHIPBUIL LTD,      2485.00,      2465.00,      2472.10,      2430.90,      2459.00,               1004693622.80,410616,N, ,23537,      3061.40,      2057.40
N,SAMVRDHNA MTHRSN INTL LTD,       165.60,       163.80,       163.80,       159.92,       163.30,               3056214297.11,18944363,N, ,90487,       173.27,        93.42
N,MUTHOOT FINANCE LIMITED,      2905.00,      2870.00,      2937.70,      2840.00,      2937.70,               2749501598.80,950173,N, ,59656,      4149.50,      2651.20
N,POWER FIN CORP LTD.,       345.80,       343.40,       347.30,       340.50,       346.50,               4058101775.65,11746142,N, ,49358,       486.50,       329.90
N,PIDILITE INDUSTRIES LTD,      1643.50,      1639.00,      1639.50,      1624.10,      1637.00,               1038077754.80,635780,N, ,31990,      3149.90,      1259.00
N,PUNJAB NATIONAL BANK,       115.22,       114.65,       117.25,       113.92,       117.00,               2458172464.04,21100041,N, ,61783,       135.15,        98.50
N,REC LIMITED,       314.05,       312.00,       318.50,       310.40,       316.45,               1570207616.00,4975534,N, ,35373,       390.50,       304.05
N,SHREE CEMENT LIMITED,     23490.00,     23450.00,     23680.00,     23060.00,     23680.00,                411978870.00,17542,N, ,10406,     30750.00,     22550.00
N,SIEMENS LTD,      4030.00,      4024.90,      4029.00,      3966.20,      4018.90,               1053559468.60,263290,N, ,27961,      4149.40,      2826.00
N,SOLAR INDUSTRIES (I) LTD,     20060.00,     19970.00,     20610.00,     19810.00,     20600.00,               2817552420.00,139030,N, ,28669,     20672.00,     11646.00
N,TATA CAPITAL LIMITED,       367.85,       365.00,       367.65,       361.20,       364.75,                253610594.15,695696,N, ,18343,       390.20,       296.00
N,TATA POWER CO LTD,       350.55,       349.00,       364.00,       347.15,       364.00,               4385488222.65,12229632,N, ,126007,       464.90,       342.50
N,TATA MOTORS LIMITED,       464.35,       460.00,       461.15,       444.60,       447.45,               5158708116.80,11505564,N, ,233403,       509.00,       306.30
N,TORRENT PHARMACEUTICALS L,      4965.50,      4945.00,      5012.00,      4932.50,      5012.00,               1469205202.00,295518,N, ,27541,      5250.00,      3480.60
N,TVS MOTOR COMPANY  LTD,      4203.00,      4168.00,      4200.00,      4064.90,      4200.00,               6591941810.10,1596164,N, ,123634,      4484.50,      3228.00
N,UNION BANK OF INDIA,       184.90,       183.50,       186.86,       182.50,       186.86,               1740754951.02,9420048,N, ,60376,       205.49,       125.45
N,UNITED SPIRITS LIMITED,      1470.00,      1459.00,      1470.00,      1446.30,      1469.50,               1281700112.60,878500,N, ,23986,      1563.40,      1210.80
N,VARUN BEVERAGES LIMITED,       405.85,       400.60,       416.95,       400.50,       415.00,               3215699604.55,7804640,N, ,79950,       555.80,       381.00
N,VEDANTA LIMITED,       274.00,       272.00,       272.00,       267.75,       270.70,               2042023080.00,7580567,N, ,90506,       360.00,       249.70
N,ZYDUS LIFESCIENCES LTD,      1167.80,      1168.40,      1173.90,      1147.00,      1154.20,               1588872984.90,1377441,N, ,36804,      1205.00,       835.50
 , , , , , , , , , , , , , 
 ,COMPULSORY ROLLING STOCKS, , , , , , , , , , , , 
N,20 MICRONS LTD,       213.00,       212.00,       216.39,       207.00,       211.36,                 19117720.14,90223,N, ,3513,       238.26,       129.61
N,21ST CENTURY MGMT SERVICE,        39.60,        40.39,        40.39,        38.81,        38.85,                   226747.72,5812,N, ,73,        55.15,        28.25
N,360 ONE WAM LIMITED,      1165.60,      1156.40,      1181.30,      1128.60,      1181.30,                765774597.80,666823,N, ,29892,      1236.20,       906.05
N,3B BLACKBIO DX LTD.,      1523.50,      1528.50,      1588.90,      1469.10,      1478.60,                 78639719.10,50928,N, ,5115,      1588.90,      1085.00
N,3M INDIA LIMITED,     33315.00,     33205.00,     33290.00,     32805.00,     32895.00,                 61177925.00,1858,N, ,1240,     38030.00,     28730.00
N,3P LAND HOLDINGS LIMITED,        31.80,        31.80,        33.97,        31.51,        32.75,                    29027.23,911,N, ,55,        47.50,        28.51
N,5PAISA CAPITAL LIMITED,       344.85,       344.25,       344.80,       335.00,       336.55,                  9156686.85,26993,N, ,1671,       416.95,       245.50
