MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,MONIFTY100,MOTILALAMC - MONIFTY100,        25.28,        25.28,        25.31,        25.01,        25.21,                   821978.06,32667,85,        27.97,        22.38,NIFTY 100 TOTAL RETURN INDEX
N,EQ,MONIFTY500,MOTILALAMC - MONIFTY500,        23.80,        23.81,        23.81,        23.55,        23.73,                  9784645.66,412362,1539,        28.28,        20.75,MOTILAL OSWAL NIFTY 500 ETF
N,EQ,MONQ50,MOTILALAMC - MONQ50,       145.12,       144.06,       144.06,       144.06,       144.06,                  4321367.82,29997,985,       151.65,        79.26,NASDAQ Q-50 TOTAL RETURN INDEX
N,EQ,MOOILGAS,MOTILALAMC - MOOILGAS,        11.20,        11.40,        11.40,        11.08,        11.18,                    36303.29,3250,24,        11.70,        10.90,NIFTY OIL & GAS ETF TOTAL RETURN INDEX
N,EQ,MOPSE,MOTILALAMC - MOPSE,        99.88,        97.81,        99.47,        97.81,        98.52,                   960779.14,9743,35,       114.70,        93.12,NIFTY PSE TOTAL RETURN INDEX
N,EQ,MOQUALITY,MOTILALAMC - MOQUALITY,       199.46,       195.47,       199.66,       195.47,       199.66,                   577400.84,2910,26,       225.60,       176.15,MOTILAL OSWAL S&P BSE QUALITY ETF
N,EQ,MOREALTY,MOTILALAMC - MOREALTY,        89.29,        91.97,        91.97,        87.14,        88.68,                 76748563.38,871418,2855,        99.49,        64.00,MOTILAL OSWAL NIFTY REALTY ETF
N,EQ,MOSERVICE,MOTILALAMC - MOSERVICE,        30.77,        30.56,        30.74,        30.56,        30.61,                    80162.29,2616,60,        35.37,        28.30,NIFTY SERVICES SECTOR TOTAL RETURN INDEX
N,EQ,MOSILVER,MOTILALAMC - MOSILVER,       225.74,       224.00,       224.54,       222.21,       222.79,                  6215161.83,27875,951,       385.00,       119.24,DOMESTIC PRICE OF PHYSICAL SILVER
N,EQ,MOSMALL250,MOTILALAMC - MOSMALL250,        18.47,        18.80,        18.80,        18.23,        18.30,                 16094943.62,879562,2921,        19.38,        14.22,MOTILAL OSWAL NIFTY SMALLCAP 250 ETF
N,EQ,MOTOUR,MOTILALAMC - MOTOUR,        77.30,        77.14,        77.78,        76.37,        77.00,                  1366463.62,17769,285,        95.33,        64.00,NIFTY INDIA TOURISM TOTAL RETURN INDEX
N,EQ,MOVALUE,MOTILALAMC - MOVALUE,       112.10,       112.01,       112.58,       111.38,       112.33,                  8811454.16,78617,762,       128.77,        98.10,MOTILAL OSWAL S&P BSE ENHANCED VALUE ETF
N,EQ,MSCI360,360ONEAMC - MSCI360,        10.12,        10.12,        10.12,         9.99,        10.07,                    90207.36,8982,13,        12.24,         9.60,MSCI INDIA INDEX
N,EQ,MSCIADD,DSPAMC - MSCIADD,        29.55,        29.52,        29.52,        29.20,        29.41,                    15656.71,534,15,        33.82,        26.40,MSCI INDIA INDEX
N,EQ,MSCIINDIA,KOTAKMAMC - MSCIINDIA,        30.23,        29.63,        29.85,        29.49,        29.74,                   502458.93,16934,193,        32.14,        26.50,MSCI INDIA INDEX
N,EQ,MULTICAP,MIRAEAMC - MULTICAP,        16.75,        16.75,        16.75,        16.57,        16.68,                  1236932.40,74278,587,        17.50,        14.20,NIFTY500 MULTICAP 50:25:25 INDEX
N,EQ,NETF,TATAAML - NETF,       261.17,       261.00,       261.43,       259.50,       261.30,                   290883.08,1117,154,       292.90,       240.66,TATA NIFTY 50 EXCHANGE TRADED FUND
N,EQ,NEXT30ADD,DSPAMC - NEXT30ADD,        42.78,        42.78,        42.78,        42.28,        42.60,                   331272.58,7799,96,        46.70,        36.98,BSE SENSEX NEXT 30 INDEX
N,EQ,NEXT50,MIRAEAMC - MANXT50,       752.66,       733.84,       756.42,       733.84,       752.34,                 45380648.64,60614,1733,       785.96,       617.00,NIFTY NEXT 50
N,EQ,NEXT50ADD,DSPAMC - NEXT50ADD,        73.36,        72.60,        73.56,        72.40,        73.56,                   313396.35,4293,56,        81.00,        56.25,NIFTY NEXT 50 TRI
N,EQ,NEXT50BETA,UTIAMC-NEXT50BETA,        78.69,        78.49,        79.75,        77.70,        79.27,                 15641680.76,200059,1031,        82.51,        64.34,NIFTY NEXT 50
N,EQ,NEXT50ETF,KOTAKMAMC - NEXT50ETF,        73.62,        73.20,        73.71,        72.45,        73.37,                  1298473.76,17794,198,        78.00,        60.15,NIFTY NEXT 50 INDEX
N,EQ,NEXT50IETF,ICICIPRAMC - ICICINXT50,        77.02,        75.09,        78.56,        75.09,        76.96,                 62112155.85,812202,6627,        80.38,        62.60,NIFTY NEXT 50
N,EQ,NIF100BEES,NIP IND ETF NIFTY 100,       266.76,       273.42,       273.42,       264.40,       264.89,                  9026265.42,34050,710,       290.00,       240.00,NIFTY 100 TRI
N,EQ,NIF100IETF,ICICI PRUD NIFTY 100 ETF,        28.06,        28.62,        28.65,        27.79,        27.96,                  2429783.25,87022,1179,        30.88,        23.00,NIFTY 100
N,EQ,NIF500BETA,UTIAMC - NIF500BETA,        37.68,        37.68,        37.68,        37.17,        37.31,                   353786.52,9484,13,        38.30,        37.17,INDEX
N,EQ,NIFTY1,KOTAK NIFTY ETF,       266.54,       266.54,       272.70,       264.57,       265.54,                 63965950.25,241052,1540,       295.80,       244.80,NIFTY 50
N,EQ,NIFTY100EW,KOTAKMAMC - NIFTY100EW,        35.10,        34.22,        35.60,        34.22,        34.95,                  3739435.68,107246,326,        41.41,        29.84,NIFTY 100 EQUAL WEIGHT INDEX
N,EQ,NIFTYADD,DSPAMC - DSPNIFTY,       253.06,       252.95,       253.48,       251.41,       252.18,                  2005624.34,7958,184,       300.00,       232.64,NIFTY 50 INDEX
N,EQ,NIFTYAXIS,AXISAMC-NIFTYAXIS,       265.96,       265.45,       265.45,       263.86,       264.93,                 59864151.99,226011,280,       296.38,       244.00,NIFTY 50
N,EQ,NIFTYBEES,NIP IND ETF NIFTY BEES,       273.25,       273.15,       273.15,       271.51,       272.56,               2097820385.22,7704816,59907,       302.25,       251.70,NIFTY 50
N,EQ,NIFTYBETA,UTIAMC-NIFTYBETA,       266.38,       273.03,       273.03,       264.47,       265.48,                 42521787.73,160139,641,       297.48,       244.90,NIFTY 50
N,EQ,NIFTYBETF,BFAM - NIFTYBETF,       247.21,       246.05,       246.57,       244.83,       246.26,                  1042976.15,4236,83,       279.99,       227.01,BAJAJ FINSERV NIFTY 50 ETF
N,EQ,NIFTYCASE,ZERODHAAMC - NIFTYCASE,         9.65,         9.89,         9.89,         9.57,         9.61,                  8691136.72,905524,1970,        11.61,         8.84,NIFTY INDEX 50 INDEX
N,EQ,NIFTYETF,MIRAEAMC - MAN50ETF,       260.72,       260.71,       260.71,       259.21,       260.05,                 93903234.53,360960,1712,       289.05,       239.81,NIFTY 50
N,EQ,NIFTYIETF,ICICI PRUD NIFTY ETF,       272.12,       271.76,       271.76,       270.26,       271.22,                180575563.71,666394,10000,       328.24,       250.40,NIFTY 50
N,EQ,NIFTYJBLK,JIOBLACKROCKAMC-NIFTYJBLK,        12.32,        12.62,        12.62,        12.18,        12.29,                  2021173.76,165102,838,        12.96,         9.94,INDEX
N,EQ,NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,        21.44,        21.87,        21.87,        21.23,        21.39,                   585050.23,27439,172,        23.03,        18.95,ADITYA BIRLA SUN LIFE NIFTY 200 QUALITY 30 ETF
N,EQ,NPBET,TATAAML - NPBET,       287.68,       286.63,       292.00,       285.50,       285.57,                    15775.16,55,24,       307.00,       246.26,NIFTY PRIVATE BANK INDEX
N,EQ,NV20,KOTAKMAMC - KTKNV20ETF,        13.85,        14.18,        14.22,        13.82,        13.91,                   725958.73,52240,207,       168.70,        12.62,NIFTY50 VALUE 20
N,EQ,NV20BEES,NIP IND ETF ETF NV20,       139.53,       136.04,       141.24,       136.04,       139.66,                  2046540.20,14681,215,       160.00,       122.02,NIFTY50 VALUE20 TRI
N,EQ,NV20IETF,ICICI PRUDENTIAL NV20 ETF,        13.55,        13.88,        13.88,        13.48,        13.55,                  3324434.77,245360,1663,        16.00,        12.50,NIFTY50 VALUE 20
N,EQ,OILIETF,ICICIPRAMC - OILIETF,        11.27,        11.55,        11.55,        11.19,        11.30,                 61930030.51,5484945,2425,        14.00,         9.80,NIFTY OIL & GAS INDEX
N,EQ,PHARMABEES,NIPPONAMC - NETFPHARMA,        27.53,        28.36,        28.36,        27.34,        27.56,                162874787.38,5928234,13506,        28.36,        21.46,NIFTY PHARMA TRI
N,EQ,PSUBANK,KOTAK PSU BANK,        85.16,        84.50,        85.65,        84.40,        85.25,                 63311705.23,743798,946,      1010.00,        81.70,NIFTY PSU BANK
N,EQ,PSUBANKADD,DSPAMC - DSPPSBKETF,        85.72,        85.38,        86.44,        85.13,        85.97,                  3680366.26,42893,240,        99.88,        68.09,DSP NIFTY PSU BANK ETF
N,EQ,PSUBNKBEES,NIP IND ETF PSU BANK BEES,        94.65,        94.26,        95.57,        94.08,        94.77,                 98823986.06,1041734,5571,       110.40,        74.31,NIFTY PSU BANK
N,EQ,PSUBNKIETF,ICICIPRAMC - PSUBANKICI,        86.24,        85.86,        86.82,        85.50,        86.04,                  7639518.81,88783,719,       104.00,        67.86,ICICI PRUDENTIAL NIFTY PSU BANK ETF
N,EQ,PVTBANIETF,ICICIPRAMC - ICICIBANKP,        27.93,        28.62,        28.62,        27.79,        27.84,                101710586.13,3650705,1492,        30.32,        24.18,NIFTY PRIVATE BANK INDEX
N,EQ,PVTBANK,KOTAKMAMC - PVTBANK,        27.64,        27.62,        27.75,        27.60,        27.60,                    67322.22,2433,16,        28.33,        27.01,INDEX
N,EQ,PVTBANKADD,DSPAMC - DSPPVBKETF,        28.08,        28.05,        28.15,        27.95,        28.02,                   791527.82,28206,156,        31.88,        24.02,DSP NIFTY PRIVATE BANK ETF
N,EQ,PVTBKGROWW,GROWWAMC - PVTBKGROWW,        27.73,        27.66,        27.95,        27.41,        27.76,                   321403.19,11623,150,        29.57,        25.45,NIFTY PRIVATE BANK INDEX - TRI
N,EQ,QGOLDHALF,QUANTUM GOLD ETF,       125.58,       124.31,       125.30,       123.06,       123.84,                 46597901.52,375724,1430,       149.69,        85.93,GOLD
N,EQ,QNIFTY,QUANTUM NIFTY 50 ETF,       264.36,       267.50,       267.50,       262.17,       263.41,                  1833361.02,6966,108,      2911.90,       243.20,NIFTY 50
N,EQ,QUAL30IETF,ICICIPRAMC - ICICIQTY30,        21.49,        21.27,        21.27,        20.99,        21.10,                  3925559.01,186417,681,        23.00,        18.00,ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF
N,EQ,QUALITY30,KOTAKMAMC - QUALITY30,        20.86,        20.69,        20.85,        20.65,        20.74,                   124688.20,6019,53,        23.18,        18.09,NIFTY200 QUALITY 30 INDEX
N,EQ,SBIBPB,SBIAMC - SBIBPB,        49.40,        50.63,        50.63,        48.40,        49.25,                  2927638.96,59438,358,        58.27,        39.07,BSE PSU BANK INDEX TRI
N,EQ,SBIETFCON,SBIAMC - SBIETFCON,       121.50,       122.57,       122.57,       119.62,       121.20,                 13387487.31,111337,123,       133.97,       100.00,NIFTY INDIA CONSUMPTION INDEX
N,EQ,SBIETFIT,SBIAMC - SBIETFIT,       347.27,       349.94,       349.94,       340.82,       343.34,                  5182099.69,15075,445,       439.27,       285.00,NIFTY IT INDEX
N,EQ,SBIETFPB,SBIAMC - SBIETFPB,       281.39,       285.61,       285.61,       281.24,       282.98,                   870428.51,3085,69,       304.58,       244.18,NIFTY PRIVATE BANK INDEX
N,EQ,SBIETFQLTY,SBIAMC - SBIETFQLTY,       224.87,       222.55,       222.64,       221.00,       222.40,                   839796.88,3784,89,       247.28,       194.00,NIFTY 200 QUALITY 30 INDEX
N,EQ,SBILIQETF,SBIAMC - SBILIQETF,      1054.18,      1054.31,      1054.33,      1054.30,      1054.30,                364131175.94,345377,171,      1087.09,       984.99,NIFTY 1D RATE INDEX
N,EQ,SBIMIDMOM,SBIAMC - SBIMIDMOM,        63.89,        63.89,        63.89,        63.07,        63.59,                  5433503.79,85571,276,        67.74,        53.86,NIFTY MIDCAP 150 MOMENTUM 50 INDEX
N,EQ,SBINEQWETF,SBIAMC - SBINEQWETF,        33.28,        33.28,        33.67,        33.00,        33.13,                   350566.56,10591,223,        36.40,        29.64,NIFTY50 EQUAL WEIGHT
N,EQ,SBINMID150,SBIAMC - SBINMID150,        23.36,        23.43,        23.67,        23.01,        23.12,                   420130.69,18181,183,        24.06,        19.81,NIFTY MIDCAP 150 INDEX
N,EQ,SBISILVER,SBIAMC - SBISILVER,       222.99,       222.60,       223.11,       219.27,       220.81,                199397797.99,902253,6304,       362.00,       119.73,SBI SILVER ETF
N,EQ,SBISMLETF,SBIAMC - SBISMLETF,        18.36,        18.45,        18.58,        18.16,        18.24,                   921329.49,50460,214,        18.97,        16.53,NIFTY SMALLCAP 250 INDEX
N,EQ,SBIVALETF,SBIAMC - SBIVALETF,        14.64,        14.71,        14.71,        14.51,        14.65,                   192463.32,13175,69,        17.70,        14.43,NIFTY200 VALUE 30 INDEX
N,EQ,SELECTIPO,MIRAEAMC - SELECTIPO,        48.64,        48.48,        48.48,        47.97,        48.42,                  3324950.97,68948,165,        52.07,        37.80,BSE SELECT IPO INDEX
N,EQ,SENSEXADD,DSPAMC - DSPSENXETF,        79.37,        78.88,        79.13,        78.76,        79.03,                    38201.00,484,17,        88.20,        73.27,DSP S&P BSE SENSEX ETF
N,EQ,SENSEXAXIS,AXISAMC-SENSEXAXIS,        79.39,        79.00,        79.70,        79.00,        79.56,                    63536.67,799,41,        91.35,        73.52,AXIS S&P BSE SENSEX ETF
N,EQ,SENSEXBETA,UTIAMC-SENSEXBETA,       854.47,       852.64,       852.64,       846.00,       846.66,                  1118827.73,1320,206,       952.91,       785.00,SENSEX
N,EQ,SENSEXETF,MIRAEAMC - SENSEXETF,        79.35,        81.33,        81.33,        78.63,        78.96,                  1575626.45,19959,262,        88.70,        73.33,MIRAE ASSET S&P BSE SENSEX ETF
N,EQ,SENSEXIETF,ICICI PRUD SENSEX ETF,       885.91,       884.01,       886.99,       876.11,       881.04,                 24985812.59,28372,437,       999.84,       731.00,SENSEX
N,EQ,SETF10GILT,SBIAMC - SETF10GILT,       263.52,       265.01,       265.01,       262.10,       263.88,                   592208.94,2249,34,       272.31,       250.37,NIFTY 10 YR BENCHMARK G-SEC INDEX
N,EQ,SETFGOLD,SBI-ETF GOLD,       129.31,       128.09,       128.10,       126.07,       127.44,                897337414.76,7037496,15109,       153.95,        87.93,GOLD
